"Title","Publication Year","Medline PMID","PUI"
"Standard care versus protocol based therapy for new onset Pseudomonas aeruginosa in cystic fibrosis","2013",23818295,L52666759
"Procalcitonin versus C-reactive protein for guiding antibiotic therapy in sepsis: A randomized trial","2013",23921272,L52716607
"Is preoperative antibiotics necessary for infection prevention before peroral endoscopic myotomy","2013",,L71213699
"Is preoperative antibiotics necessary for infection prevention before peroral endoscopic myotomy","2013",,L71222233
"Drains: Suction drainage versus no drainage for groin wounds following bilateral inguinofemoral lymphadenectomy for vulval cancer","2013",,L71362820
"Cost effectiveness analysis of probiotic adjunct therapy in reducing the incidence and duration of clostridium difficileassociated diarrhea in hospitalized older adults","2013",,L71764225
"Randomized Controlled Trial of Parent Therapeutic Education on Antibiotics to Improve Parent Satisfaction and Attitudes in a Pediatric Emergency Department","2013",24086581,L369899274
"Impact of retreatment with an artemisinin-based combination on malaria incidence and its potential selection of resistant strains: Study protocol for a randomized controlled clinical trial","2013",24059911,L52791381
"Comparison of effectiveness of Azithromycin and Cefazolin in post caesarean section infection","2013",,L369633520
"Simplified antibiotic regimens for the management of clinically diagnosed severe infections in newborns and young infants in first-level facilities in Karachi, Pakistan: Study design for an outpatient randomized controlled equivalence trial","2013",23945571,L369698412
"Acute cholecystitis: Early versus delayed cholecystectomy, a multicenter randomized trial (ACDC Study, NCT00447304)","2013",24022431,L369870147
"Sequential therapy versus standard triple-drug therapy for Helicobacter pylori eradication: Result of the HPFEZ randomised study","2013",23168228,L52305101
"Do probiotics prevent antibiotic-associated diarrhoea in patients with spinal cord injuries: A randomized controlled trial","2013",,L71797462
"A randomized controlled trial of suppressive therapy with oral antibiotics to prevent post-operative urinary tract infection: Stopp UTI trial","2013",,L72285761
"Procalcitonin Guidance to Reduce Antibiotic Treatment of Lower Respiratory Tract Infection in Children and Adolescents (ProPAED): A Randomized Controlled Trial","2013",23936304,L369507772
"The role of thoracoscopic debridement in the treatment of parapneumonic empyema","2013",24570527,L369640553
"Randomized controlled trial: Comparison of two surgical techniques for closing the wound following ileostomy closure: Purse string vs direct suture","2013",23634717,L369701296
"Comparison of minimally invasive percutaneous plate osteosynthesis with open reduction and internal fixation for treatment of extra-articular distal tibia fractures","2013",23473266,L52478706
"Assessment of the sensitivity and specificity of Xpert MTB/RIF assay as an early sputum biomarker of response to tuberculosis treatment","2013",24429244,L52657829
"Comparison of two methods for acquisition of sputum samples for diagnosis of suspected tuberculosis in smear-negative or sputum-scarce people: A randomised controlled trial","2013",24429245,L52690573
"A systematic review of catheterisation following pelvic organ prolapse repair surgery","2013",,L71126891
"Evaluation of the benefit of addition of clidinium c to a Helicobacter pylori eradication regimen","2013",,L369295539
"Randomized Clinical Trial of Thrice-Weekly 4-Month Moxifloxacin or Gatifloxacin Containing Regimens in the Treatment of New Sputum Positive Pulmonary Tuberculosis Patients","2013",23843980,L369253401
"Prospective evaluation of respiratory exacerbations in children with cystic fibrosis from newborn screening to 5 years of age","2013",23345574,L369176320
"Comparison of early and delayed laparoscopic cholecystectomy for acute cholecystitis: Experience from a single center","2013",,L369462939
"Adjuvant role of corticosteroids in the treatment of community-acquired pneumonia","2013",,L369991616
"Role of oral corticosteroids in orbital cellulitis","2013",23622565,L52551909
"Prevention of ventilator-associated pneumonia in neonatal intensive care units","2013",,L613016328
"Management of empyema: Antibiotics, fibrinolytics or VATS?","2013",,L613016604
"Resolution of Clostridium difficile-associated diarrhea in patients with cancer treated with fidaxomicin or vancomycin","2013",23715579,L617261273
"Quinolone prophylaxis for the prevention of BK virus infection in kidney transplantation: Study protocol for a randomized controlled trial","2013",23800312,L52647659
"Clinical trial: Comparative effectiveness of cephalexin plus trimethoprim-sulfamethoxazole versus cephalexin alone for treatment of uncomplicated cellulitis: A randomized controlled trial","2013",23457080,L369006204
"Oral flucloxacillin and phenoxymethylpenicillin versus flucloxacillin alone for the emergency department outpatient treatment of cellulitis: Study protocol for a randomised controlled trial","2013",23732051,L52616814
"Efficacy and safety of intravenous daptomycin in Japanese patients with skin and soft tissue infections","2013",23085743,L52267262
"Evaluation of moxifloxacin 0.5% in treatment of nonperforated bacterial corneal ulcers: A randomized controlled trial","2013",23415776,L52443807
"Clinical dose findings of sitafloxacin treatment: Pharmacokinetic- pharmacodynamic analysis of two clinical trial results for community-acquired respiratory tract infections","2013",,L52506211
"Probiotic VSL#3 prevents antibiotic-associated diarrhoea in a double-blind, randomized, placebo-controlled clinical trial","2013",23618760,L52548658
"Antimicrobial prophylaxis and best practice for prevention of SSI in Japan","2013",,L71102588
"Obstetric perineal wound dehiscence-to suture or not to suture?","2013",,L71136938
"A randomized study to compare cyclosporine with cyclosporine and androgen in the treatment of acquired aplastic anemia","2013",,L71140539
"Phase II clinical study of BC-3781, a pleuromutilin antibiotic, in treatment of patients with acute bacterial skin and skin structure infections","2013",23422913,L368735329
"Ciprofloxacin dry powder for inhalation in non-cystic fibrosis bronchiectasis: A phase II randomised study","2013",23018904,L368852053
"The use of erythromycin and colistin-loaded cement in total knee arthroplasty does not reduce the incidence of infection : A prospective randomized study in 3000 knees","2013",23636182,L372632817
"The clinical significance of isolation of two different organisms from the urine of patients with an indwelling catheter","2013",23420010,L52446187
"Do probiotics prevent antibiotic-associated diarrhea in patients with spinal cord Injuries?:A randomized controlled trial","2013",,L71184241
"T.E.A. Study: Three-day ertapenem versus three-day Ampicillin-Sulbactam","2013",23631512,L52564819
"Stop Antibiotics on guidance of Procalcitonin Study (SAPS): A randomised prospective multicenter investigator-initiated trial to analyse whether daily measurements of procalcitonin versus a standard-of-care approach can safely shorten antibiotic duration in intensive care unit patients - calculated sample size: 1816 patients","2013",23590389,L52544882
"Ciprofloxacin for the prevention of postoperative recurrence in patients with crohn's disease: A randomized, double-blind, placebo-controlled pilot study","2013",23511031,L368753915
"Safety, efficacy and convenience of colistimethate sodium dry powder for inhalation (Colobreathe DPI) in patients with cystic fibrosis: A randomised study","2013",23135343,L52299247
"Endoscopic ultrasonography in tandem with endoscopic retrograde cholangiopancreatography in the management of suspected distal obstructive jaundice","2013",23249605,L52358115
"Procalcitonin levels to guide antibiotic therapy in adults with non-microbiologically proven apparent severe sepsis: A randomised controlled trial","2013",,L368520529
"Procalcitonin, pyuria and proadrenomedullin in the management of urinary tract infections - 'triple p in uti': Study protocol for a randomized controlled trial","2013",23522152,L52509352
"A phase 2 randomized, double-blind, placebo-controlled study of the safety and efficacy of talactoferrin in patients with severe sepsis","2013",23425819,L368498243
"Minimizing shoulder pain following laparoscopic cholecystectomy: A prospective, randomized, controlled trial","2013",23256585,L369125029
"Nonbismuth quadruple ""concomitant"" therapy versus standard triple therapy, both of the duration of 10 days, for first-line H. Pylori eradication: A randomized trial","2013",22858517,L52144820
"Rasmussen encephalitis: Incidence and course under randomized therapy with tacrolimus or intravenous immunoglobulins","2013",23216622,L52345022
"Clinical outcomes associated with procalcitonin algorithms to guide antibiotic therapy in respiratory tract infections","2013",23423417,L368352987
"Interferon-γ ELISPOT as a biomarker of treatment efficacy in latent tuberculosis infection a clinical trial","2013",23220919,L368349278
"A phase II placebo-controlled study of tralokinumab in moderate-to-severe asthma","2013",22743678,L368273096
"Efficacy of subantimicrobial-dose doxycycline against nitrosative stress in chronic periodontitis","2013",23147558,L368302333
"Prospective comparative study of two protocols of antibiotic prophylaxis in percutaneous nephrolithotomy","2013",22908891,L368338247
"The effect of vitamin e or vitamin A on the prevention of renal scarring in children with acute pyelonephritis","2013",23052650,L52245789
"Amoxicillin for acute lower-respiratory-tract infection in primary care when pneumonia is not suspected: A 12-country, randomised, placebo-controlled trial","2013",23265995,L52361100
"Duodenal infusion of donor feces for recurrent clostridium difficile","2013",23323867,L368208956
"Pre-incisional, post-incisional and combined pre-and post-incisional local wound infiltrations with lidocaine in elective caesarean section delivery: A randomised clinical trial","2013",,L366325494
"The effects of perioperative probiotic treatment on serum zonulin concentration and subsequent postoperative infectious complications after colorectal cancer surgery: A double-center and double-blind randomized clinical trial","2013",23235200,L368055067
"Dose-ranging study to assess the application of intranasal 2% mupirocin calcium ointment to eradicate staphylococcus aureus nasal colonization","2013",23448592,L368551236
"Prevalence of Helicobacter pylori infection and the effect of its eradication on symptoms of functional dyspepsia in Kashmir, India","2013",23432600,L368839105
"Early cholecystectomy vs delayed cholecystectomy for gall stone pancreatitis","2013",,L369117020
"A randomized, open-label, prospective, multicenter phase-III clinical trial of Elores in lower respiratory tract and urinary tract infections","2013",,L369185011
"Phase 3 randomized study of the efficacy and safety of inhaled dry powder mannitol for the symptomatic treatment of non-cystic fibrosis bronchiectasis","2013",23429964,L369299660
"Combination of probiotics and antibiotics in the prevention of recurrent urinary tract infection in children","2013",,L369486378
"Antibiotic prophylaxis for urinary tract infection after midurethral sling: A randomized controlled trial","2013",23611930,L369865859
"Comparative randomized study on the efficaciousness of endoscopic bipolar prostate resection versus monopolar resection technique. 3 year follow-up","2013",23820656,L370113860
"Treatment of Helicobacter pylori, comparison of three regimens, a double blind randomized trial","2013",,L372721329
"Endovenous laser ablation versus conventional surgery in the treatment of small saphenous vein incompetence","2013",,L373219743
"Role of prophylactic antibiotics in low risk elective laparoscopic cholecystectomy: is there a need?","2013",25098088,L373895501
"Minimally invasive hip surgery: The approach did not make the difference","2013",23412407,L51750084
"Randomised clinical trial of moxifloxacin versus ertapenem in complicated intra-abdominal infections: Results of the PROMISE study","2013",23153963,L52299698
"Stroke-related early tracheostomy versus prolonged orotracheal intubation in neurocritical care trial (SETPOINT): A randomized pilot trial","2013",23204058,L52342743
"A prospective, randomized comparison of pain, inflammatory response, and short-term outcomes between single port and laparoscopic cholecystectomy","2013",23232993,L52348967
"Intraventricular fibrinolysis for severe aneurysmal intraventricular hemorrhage: A randomized controlled trial and meta-analysis","2013",23636409,L52562513
"Efficacy of anti-inflammatory or antibiotic treatment in patients with non-complicated acute bronchitis and discoloured sputum: randomised placebo controlled trial","2013",24097128,L603389005
"Ibuprofen, paracetamol, and steam for patients with respiratory tract infections in primary care: pragmatic randomised factorial trial","2013",24162940,L603393520
"Antimicrobial prophylaxis in orthopedic surgery: Cefazolina vs Cefadroxilo IV","2012",,L366277988
"Efficacy of a Six-Month versus a 36-Month Regimen for Prevention of Tuberculosis in HIV-Infected Persons in India: A Randomized Clinical Trial","2012",23251327,L366296389
"Efficacy and safety of ceftazidime-avibactam versus imipenem-cilastatin in the treatment of complicated urinary tract infections, including acute pyelonephritis, in hospitalized adults: Results of a prospective, investigator-blinded, randomized study","2012",23145859,L366178533
"Prophylactic antibiotic regimens in tumour surgery (PARITY): Protocol for a multicentre randomised controlled study","2012",,L368241382
"Optimum duration of perioperative antibiotic therapy in patients with acute non-perforated appendicitis: A prospective randomized trial","2012",,L368458634
"Hepatic arterial embolization versus chemoembolization in the treatment of liver metastases from well-differentiated midgut endocrine tumors: A prospective randomized study","2012",22507901,L51962347
"A randomised controlled trial of Heparin versus EthAnol Lock THerapY for the prevention of Catheter Associated infecTion in Haemodialysis patients - The HEALTHY-CATH trial","2012",23121768,L52291555
"Cefozoplan, meropenem, or imipenem-cilastatin versus cefepime as an empirical therapy in high risk febrile neutropenic adult patients: A multicenter prospective randomized trial","2012",,L70963260
"Adherence to recommendations by infectious disease consultants and its influence on outcomes of intravenous antibiotic-treated hospitalized patients","2012",23140210,L366198266
"Primary anastomosis vs nonrestorative resection for perforated diverticulitis with peritonitis: A prematurely terminated randomized controlled trial","2012",22672447,L365835287
"TD-1792 versus vancomycin for treatment of complicated skin and skin structure infections","2012",22869571,L365936374
"Ten-day sequential versus triple therapy for Helicobacterpylori eradication: A prospective, open-label, randomized trial","2012",22849546,L365955061
"Clinical and surgical evaluation of the indication of postoperative antibiotic prescription in third molar surgery","2012",23083952,L51830560
"Percutaneous distal metatarsal osteotomy versus distal chevron osteotomy for correction of mild-to-moderate hallux valgus deformity","2012",22821414,L52124912
"A pilot randomised controlled trial in intensive care patients comparing 7 days' treatment with empirical antibiotics with 2 days' treatment for hospital-acquired infection of unknown origin","2012",23010339,L365811357
"Efficacy of fibrin glue on seroma formation after breast surgery","2012",,L365830054
"Comparison of resistance mutation patterns in historical plasma HIV RNA genotypes with those in current proviral HIV DNA genotypes among extensively treated patients with suppressed replication","2012",22416781,L51916584
"Preventing surgical site infection (SSI)-are we getting it right with antibiotics?","2012",,L70901987
"Clinical outcomes of tigecycline monotherapy and combination therapy in HAP/VAP with carbapenem-resistant acinetobacter baumannii","2012",,L71014285
"The proprems randomised trial investigating the effects of probiotics on late onset sepsis in very preterm infants","2012",,L71062102
"In Vitro activity and microbiological efficacy of tedizolid (TR-700) against gram-positive clinical isolates from a phase 2 study of oral tedizolid phosphate (TR-701) in patients with complicated skin and skin structure infections","2012",22687509,L365513103
"Tubed vs tubeless PCNL in children","2012",23139970,L365591835
"Randomized trial of long-acting sustained-release naltrexone implant vs oral naltrexone or placebo for preventing relapse to opioid dependence","2012",22945623,L365602366
"No difference in surgical outcomes between open and closed exposure of palatally displaced maxillary canines","2012",22677328,L52045930
"Pain in adolescents and young adults with CF: Location, severity, and predictors","2012",,L70892307
"Early-Onset Ventilator-Associated Pneumonia in Adults Randomized Clinical Trial: Comparison of 8 versus 15 Days of Antibiotic Treatment","2012",22952580,L365552208
"Ilaprazole based bismuth-containing quadruple regimen for the first-line treatment of Helicobacter pylori infection: a multicenter, randomized, controlled clinical study","2012",23158273,L366056380
"Amoxicillin does not improve symptoms of acute rhinosinusitis","2012",,L365399657
"To drain or not to drain in Roux-en-Y hepatojejunostomy for children with choledochal cysts in the laparoscopic era: A prospective randomized study","2012",22901904,L365450383
"Small and large titanium plates are equally effective for treating mandible fractures","2012",22698293,L364991669
"Five-year follow-up results of a randomized controlled trial comparing bipolar plasmakinetic and monopolar transurethral resection of the prostate","2012",22665339,L365133005
"Antibiotic prophylaxis for preventing surgical site infection after coronary artery bypass graft: Prospective randomized comparative study","2012",,L365901322
"Comparison of infection rate with the use of antibiotic-impregnated vs standard extraventricular drainage devices: A prospective, randomized controlled trial","2012",22418581,L51910213
"Randomized trial of automated, electronic monitoring to facilitate early detection of sepsis in the intensive care unit","2012",22584763,L52011175
"A comparative study of 3-week and 6-week duration of double-j stent placement in renal transplant recipients","2012",22738941,L52086355
"Purse-string approximation is superior to primary closure following ileostomy reversal: A meta-analysis and systematic review","2012",,L70922242
"Clinical and microbiological efficacy of continuous versus intermittent application of meropenem in critically ill patients: A randomized open-label controlled trial","2012",22742765,L52090692
"Randomized comparison of two non-bismuth-containing second-line rescue therapies for Helicobacter pylori","2012",22515360,L364670920
"Clindamycin vs. first-generation cephalosporins for acute osteoarticular infections of childhood-a prospective quasi-randomized controlled trial","2012",22011265,L51679206
"Lactobacilli vs antibiotics to prevent urinary tract infections: A randomized, double-blind, noninferiority trial in postmenopausal women","2012",22782199,L364828274
"Probiotics for the prevention and treatment of antibiotic-associated diarrhea: A systematic review and meta-analysis","2012",22570464,L364760453
"A multicentre randomised controlled trial evaluating lactobacilli and bifidobacteria in the prevention of antibiotic-associated diarrhoea in older people admitted to hospital: the PLACIDE study protocol","2012",22559011,L365669140
"Review of the pharmacotherapy of irritability of autism","2012",,L364680791
"Dose of intravenous lipids and rate of bacterial clearance in preterm infants with blood stream infections","2012",22105872,L364694949
"Incidence, risk factors, and outcomes of osteonecrosis of the jaw: Integrated analysis from three blinded active-controlled phase III trials in cancer patients with bone metastases","2012",21986094,L364722296
"Submandibular space abscess: A clinical trial for testing a new technique","2012",22267495,L365341983
"Pursestring approximation is superior to primary closure following ileostomy reversal: A meta-analysis and systemic review","2012",,L71635051
"A meta-analysis of probiotic efficacy for gastrointestinal diseases","2012",22529959,L364660907
"Mycophenolate mofetil or tacrolimus compared with intravenous cyclophosphamide in the induction treatment for active lupus nephritis","2012",21917733,L364564887
"Procalcitonin is a good tool to guide duration of antibiotic therapy in patients with severe acute pancreatitis: A randomized prospective single-center controlled trial","2012",22485232,L364618386
"Role of prophylactic antibiotic in elective laparoscopic cholecystectomy.","2012",22662602,L365241498
"A Prospective randomized study to assess the optimal duration of intravenous antimicrobial prophylaxis in elective gastric cancer surgery","2012",23102084,L366276762
"Should the duration of antibiotics prophylaxis be prolonged in diabetes patients with isolated coronary artery bypass grafting?","2012",,L368679173
"Evaluation of the efficacy and safety of intravenous ciprofloxacin versus meropenem in the treatment of postoperative infection","2012",22009525,L51674402
"Periodical antibiotic treatment for the control of gonococcal and chlamydial infections among sex workers in benin and Ghana: A cluster-randomized placebo-controlled trial","2012",22421690,L51819425
"Predictive value of Escherichia coli susceptibility in strains causing asymptomatic bacteriuria for women with recurrent symptomatic urinary tract infections receiving prophylaxis","2012",22329638,L51863351
"Jinghuaweikang capsules combined with triple therapy in the treatment of Helicobacter pylori associated gastritis and duodenal ulcer and analysis of antibiotic resistance: a multicenter, randomized, controlled, clinical study","2012",22781295,L365971022
"Antibiotic prophylaxis in cardiac surgery: Systematic review and meta-analysis","2012",22083832,L364229282
"Laparoscopic inguinal hernia repair: Transabdominal preperitoneal (TAPP) versus totally extraperitoneal (TEP) approach: A prospective randomized controlled trial","2012",21959688,L51645074
"Paradoxical responses after start of antimicrobial treatment in mycobacterium ulcerans infection","2012",22156855,L364214274
"RCT of montelukast as prophylaxis for upper respiratory tract infections in children","2012",22218843,L364187025
"Selective decontamination of the oral and digestive tract in surgical versus non-surgical patients in intensive care in a cluster-randomized trial","2012",22021072,L51687916
"Clarithromycin versus metronidazole in first-line Helicobacter pylori eradication. prospective randomized study of 85 Tunisian adults\","2012",22311445,L364217475
"Rifaximin-extended intestinal release induces remission in patients with moderately active crohn's disease","2012",22155172,L364336492
"Laparoscopic versus open Varicocelectomy a prospective study","2012",,L364660851
"Efficacy of 5-day levofloxacin-containing concomitant therapy in eradication of helicobacter pylori infection","2012",22484118,L365091902
"[Use of a rapid rotavirus test in prescription of antibiotics in acute diarrhea in pediatrics: an observational, randomized, controlled study].","2012",22476173,L365874787
"Effect of prophylactic antibiotics in preventing wound infection in herinoplasty with inguinal mesh in lichtenstein method","2012",,L373960985
"Efficacy and safety of moxifloxacin as antibacterial prophylaxis for patients receiving autologous haematopoietic stem cell transplantation: A randomised trial","2012",,L51762421
"Comparison of annual versus twice-yearly mass azithromycin treatment for hyperendemic trachoma in Ethiopia: A cluster-randomised trial","2012",22192488,L51777413
"A Randomized, Controlled Trial of Panax quinquefolius Extract (CVT-E002) to Reduce Respiratory Infection in Patients With Chronic Lymphocytic Leukemia","2012",22266154,L51823538
"Ciprofl oxacin for 7 days versus 14 days in women with acute pyelonephritis: A randomised, open-label and double-blind, placebo-controlled, non-inferiority trial","2012",22726802,L52073373
"Oral metronidazole as antibiotic prophylaxis for patients with nonperforated appendicitis","2011",,L364140270
"Effects of probiotics on serum levels of Th1/Th2 cytokine and clinical outcomes in severe traumatic brain-injured patients: A prospective randomized pilot study","2011",,L51752400
"Randomized trial on 14 versus 7 days of esomeprazole, moxifloxacin, and amoxicillin for second-line or rescue treatment of Helicobacter pylori infection","2011",22059392,L362898577
"A randomized, double-blind, placebo-controlled pilot study to assess the ability of rifaximin to prevent recurrent diarrhoea in patients with Clostridium difficile infection","2011",21948965,L362979005
"Comparison of Murraya koenigii- and Tribulus terrestris-Based Oral Formulation Versus Tamsulosin in the Treatment of Benign Prostatic Hyperplasia in Men Aged >50 Years: A Double-Blind, Double-Dummy, Randomized Controlled Trial","2011",22177370,L363092257
"Effectiveness and safety of patient-initiated single-dose versus continuous low-dose antibiotic prophylaxis for recurrent urinary tract infections in postmenopausal women: A randomized controlled study","2011",22289552,L364010278
"Are postoperative intravenous antibiotics necessary after bimaxillary orthognathic surgery? A prospective, randomized, double-blind, placebo-controlled clinical trial","2011",21871782,L51588774
"Procalcitonin measurements for guiding antibiotic treatment in pediatric pneumonia","2011",21959024,L51642027
"Nebulised 7% hypertonic saline improves lung function and quality of life in bronchiectasis","2011",22018993,L51680202
"Current trends in the management of septic arthritis: A national survey of orthopaedic surgeons and rheumatologistscategory: Scientific free paper","2011",,L71827741
"Prophylactic use of antibiotics for clean operative procedures","2011",,L362947691
"Probiotic lactobacilli and bifidobacteria in a fermented milk product with added fruit preparation reduce antibiotic associated diarrhea and Helicobacter pylori activity","2011",21871144,L362842828
"Efficacy of L-ornithine-L-aspartate as an adjuvant therapy in cirrhotic patients with hepatic encephalopathy","2011",22078345,L364122623
"An evaluation of the ability of the probiotic strain Lactobacillus rhamnosus GG to eliminate the gastrointestinal carrier state of vancomycin-resistant enterococci in colonized children","2011",21814146,L51557745
"Safety and efficacy of eraser laser enucleation of the prostate: Preliminary report","2011",21944122,L51634192
"Procalcitonin-aided antibiotic therapy management in hospital-acquired pneumonia and healthcare-associated pneumonia: A randomised controlled trial (the prohap study)","2011",,L70575932
"Preventive and curative effects of Card Shu Ning combined with influenza vaccine on senile chronic bronchitis complicated with acute infection","2011",,L362932950
"Alemtuzumab preconditioning allows steroid-calcineurin inhibitor-free regimen in live-donor kidney transplant","2011",21967254,L362734623
"A randomized trial of computer kiosk-expedited management of cystitis in the emergency department","2011",21996070,L362759398
"Sequential therapy in childhood helicobacter pylori eradication: Emphasis on drug compliance","2011",21679964,L51478396
"Prospective randomized study of efficacy of 1-day versus 3-day antibiotic prophylaxis for preventing surgical site infection after coronary artery bypass graft","2011",21982465,L51618359
"Pain assessment in children and adolescents with cystic fibrosis: Utilizing an online pain diary","2011",,L70555418
"Prospective randomized comparative study of single incision laparoscopic cholecystectomy versus conventional four-port laparoscopic cholecystectomy","2011",21871979,L362437019
"Metronidazole-based quadruple versus standard triple therapy: Which is better as first-line therapy for Helicobacter pylori eradication?","2011",,L362545639
"""7, 10 and 14-days rabeprazole-based standard triple therapies for H. pylori eradication: Are they still effective? a randomized trial""","2011",22103045,L362706167
"Randomised phase II trial of 4 dose levels of single agent docetaxel in performance status (PS) 2 patients with advanced non-small cell lung cancer (NSCLC): DOC PS2 trial. Manchester lung cancer group","2011",21296449,L51263396
"A randomized controlled trial of oral zinc in acute pneumonia in children aged between 2 months to 5 years","2011",21660397,L51469085
"Laparoscopic versus open appendectomy; which method to choose? a prospective randomized comparison","2011",21874637,L362359978
"Oseltamivir compared with the Chinese traditional therapy maxingshigan-yinqiaosan in the treatment of H1N1 influenza: A randomized trial","2011",21844547,L362336667
"Perioperative antibiotic prophylaxis in radical retropubic prostatectomy: A randomised pilot study of perioperative and postoperative administration","2011",21267804,L51249160
"The ProPrems trial: Investigating the effects of probiotics on late onset sepsis in very preterm infants","2011",21816056,L51562296
"Second-line Helicobacter pylori Eradication: A Randomized Comparison of 1-week or 2-week Bismuth-containing Quadruple Therapy","2011",21762268,L362161848
"Wound complications and clinical results of electrocautery versus a scalpel to create a cutaneous flap in thyroidectomy: A prospective randomized trial","2011",21773891,L362486880
"Polyherbal formulation as a therapeutic option to improve wound healing in the diabetic foot","2011",,L362771880
"Evaluation of short-term clinical efficacy of 3-day therapy with azithromycin in comparison with 5-day cefcapene-pivoxyl for acute streptococcal tonsillopharyngitis in primary care","2011",21249415,L51238958
"Adalimumab sustains steroid-free remission after 3 years of therapy for Crohn's disease","2011",21645018,L51464628
"Efficacy of serology driven ""test and treat strategy"" for eradication of H. pylori in patients with rheumatic disease in the Netherlands","2011",21293900,L51262307
"Sequential therapy compared with standard triple therapy for Helicobacter pylori eradication in children: A double-blind, randomized, controlled trial","2011",21371717,L51302961
"Randomized controlled trial comparing single-port laparoscopic cholecystectomy and four-port laparoscopic cholecystectomy","2011",21494123,L51377319
"Prospective randomized evaluation of prophylactic antibiotic usage in patients undergoing tension free inguinal hernioplasty","2011",21259031,L51244466
"Risk factors and outcomes of surgical site infection in children","2011",21398150,L51316820
"Efficacy of latrine promotion on emergence of infection with ocular Chlamydia trachomatis after mass antibiotic treatment: A cluster-randomized trial","2011",,L51423924
"Randomized, placebo-controlled phase 2 trial of a lactobacillus crispatus probiotic given intravaginally for prevention of recurrent urinary tract infection","2011",21498386,L361665202
"Voriconazole serum concentrations in prophylactically treated acute myelogenous leukaemia patients","2011",19889174,L361608978
"Comparison of sulbactam-cefoperazone with carbapenems as empirical monotherapy for febrile neutropenic children with lymphoma and solid tumors","2011",21413829,L361690283
"Piperacillin/tazobactam monotherapy versus piperacillin/tazobactam plus amikacin as initial empirical therapy for febrile neutropenia in children with acute leukemia","2011",21524156,L361690284
"Linezolid vs glycopeptide antibiotics for the treatment of suspected methicillin-resistant Staphylococcus aureus nosocomial pneumonia: A meta-analysis of randomized controlled trials","2011",20864609,L361731011
"The use of penile skin graft versus penile skin flap in the repair of long bulbo-penile urethral stricture: A prospective randomized study","2011",21208648,L51213874
"Selective digestive tract decontamination and selective oropharyngeal decontamination and antibiotic resistance in patients in intensive-care units: An open-label, clustered group-randomised, crossover study","2011",21420908,L51325638
"Clinical impact of unsolicited post-prescription antibiotic review in surgical and medical wards: A randomised controlled trial","2011",,L70598921
"Evidence-based recommendations for antibiotic usage in the intensive care unit: A systematic review","2011",,L70599968
"Randomised, placebo-controlled trial to evaluate co-trimoxazole to reduce mortality and morbidity in HIV-infected post-natal women in Zambia (TOPAZ)","2011",21281407,L361454241
"Fixation techniques for non-union of the scaphoid.","2011",21519084,L362996377
"Mandibular nerve block can improve intraoperative inferior alveolar nerve visualization during sagittal split mandibular osteotomy","2011",20605477,L50936797
"A novel antimicrobial and antithrombotic lock solution for hemodialysis catheters: A multi-center, controlled, randomized trial","2011",21200319,L51215322
"Evaluation of Helicobacter pylori eradication by triple therapy plus Lactobacillus acidophilus compared to triple therapy alone","2011",21207091,L51216409
"Efficacy and safety of tigecycline monotherapy compared with vancomycin-aztreonam in the treatment of complicated skin and skin structure infections in patients from India and Taiwan","2011",21439514,L51306683
"Peri-operative antibiotic therapy in the treatment of acute cholecystitis","2011",,L70513561
"Randomized controlled trial to reduce bacterial colonization of surgical drains after breast and axillary operations","2011",,L70538126
"Randomised trial of glutamine, selenium, or both, to supplement parenteral nutrition for critically ill patients","2011",21415104,L361523283
"Tiotropium versus salmeterol for the prevention of exacerbations of COPD","2011",21428765,L361522939
"Effect and cost of perioperative use of antibiotics in coronary artery bypass grafting: A randomized controlled study","2011",21518561,L361419432
"Efficacy of itraconazole prophylaxis for autologous stem cell transplantation in children with high-risk solid tumors: A prospective double-blind randomized study","2011",21319349,L361467392
"Blister formation with negative pressure dressings after total knee arthroplasty","2011",,L362368664
"Use of biomarkers to guide antibiotic therapy-a meta-analysis","2011",,L72035573
"Prolonged infusions versus intermittent boluses of beta-lactam antibiotics-a meta-analysis","2011",,L72035574
"Bifidobacterium animalis subsp. lactis BB-12 in reducing the risk of infections in infancy","2011",20863419,L51084659
"Comparative study of Misgav-Ladach and Pfannenstiel-Kerr cesarean techniques: A randomized controlled trial","2011",20712425,L361110002
"Design and baseline data of a randomized trial to evaluate coverage and frequency of mass treatment with azithromycin: The partnership for rapid elimination of trachoma (PRET) in Tanzania and the Gambia","2011",21275593,L361198739
"Design issues in a randomized controlled trial of a pre-emptive versus empiric antifungal strategy for invasive aspergillosis in patients with high-risk hematologic malignancies","2011",21281234,L361214319
"A long-term prospective randomized controlled study of non-specific interstitial pneumonia (NSIP) treatment in scleroderma","2011",20544245,L50950894
"Optimal duration of prophylactic antibiotic administration for elective colon cancer surgery: A randomized, clinical trial","2011",20655559,L51002759
"Risk-benefit analysis of adalimumab versus traditional non-biologic therapies for patients with Crohn's disease","2011",20848523,L360156898
"A randomised control trial on the use of topical methicillin in reducing post-operative ventriculoperitoneal shunt infection","2011",,L361203890
"Follicular lymphoma patients benefit from up-front rituximab","2011",,L361276424
"Short course versus 7-day course of intravenous antibiotics for probable neonatal septicemia: A pilot, open-label, randomized controlled trial","2011",20972299,L361595769
"Intermittent catheterization with a hydrophilic-coated catheter delays urinary tract infections in acute spinal cord injury: A prospective, randomized, multicenter trial","2011",21570027,L361747643
