"","relevancy","reason_exclude","comments","meandur_short","meandur_long","fu_dur","PMID","Title.x"
"330",NA,NA,NA,NA,NA,NA,18721198,"Prospective assessment of the efficacy of single dose versus traditional 3-day antimicrobial prophylaxis in 12-core transrectal prostate biopsy"
"331",NA,NA,NA,NA,NA,NA,18726104,"The role of preoperative antibiotics in the prevention of wound infection after day case surgery for inguinal hernia in children in Ile Ife, Nigeria"
"332",NA,NA,NA,NA,NA,NA,18818954,"Ceftibuten versus trimethoprim-sulfamethoxazole for oral treatment of febrile urinary tract infection in children"
"333",0,"Resistance during f/u not included","",NA,NA,NA,18828055,"Comparison of ceftriaxone versus triple drug regimen in the prevention of cesarean section infectious morbidities"
"334",NA,NA,NA,NA,NA,NA,18937610,"Comparative evaluation of efficacy and safety of cefotaxime-sulbactam with amoxicillin-clavulanic acid in children with lower respiratory tract infections"
"335",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,18945594,"Safety and tolerability of ertapenem versus ceftriaxone in a double-blind study performed in children with complicated urinary tract infection, community-acquired pneumonia or skin and soft-tissue infection"
"336",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,18990531,"Safety and efficacy of intravenous tigecycline in treatment of community-acquired pneumonia: results from a double-blind randomized phase 3 comparison study with levofloxacin"
"337",NA,NA,NA,NA,NA,NA,18991182,"Pivmecillinam versus sulfamethizole for short-term treatment of uncomplicated acute cystitis in general practice: A randomized controlled trial"
"338",NA,NA,NA,NA,NA,NA,19014841,"Short- versus long-course antibiotic therapy for acute pyelonephritis in adolescents and adults: A meta-analysis of randomized controlled trials"
"339",0,"Resistance during f/u not included","",NA,NA,NA,19034493,"Procalcitonin (PCT)-guided algorithm reduces length of antibiotic treatment in surgical intensive care patients with severe sepsis: results of a prospective randomized study"
"340",NA,NA,NA,NA,NA,NA,19072714,"Complicated skin and skin-structure infections and catheter-related bloodstream infections: Noninferiority of linezolid in a phase 3 study"
"341",0,"Resistance during f/u not included","",NA,NA,NA,19097848,"[Duration of antibiotic therapy for ventilator-associated pneumonia: comparison of 7 and 10 days. A pilot study]"
"342",1,"","SSIs were presented in two patients (0.78%) and 11 patients (3.53%) in the teicoplanin and comparator groups, respectively (P = 0.025 between groups). Both patients in the teicoplanin arm who presented SSIs had deep SSIs; one was diagnosed in Month 6 and the other in Month 3. MRSA and Pseudomonas aeruginosa were the respective isolated pathogens isolated from pus sampled intraoperatively during revision arthroplasty. Among the 11 patients in the comparator arm who presented SSIs, deep SSIs were diagnosed in 2 patients, one in Month 1 and the other in Month 2. Methicillin-resistant Staphylococcus epidermidis (MRSE) and MRSA were the respective pathogens isolated from pus collected intraoperatively during revision arthroplasty. Revision arthroplasty was performed in all four patients with deep SSIs. Nine patients in the comparator arm developed superficial SSIs. MRSA was isolated from pus in one patient, and cultures of pus in the other eight patients were sterile.","1","5-Jun","2 years",19117731,"Efficacy of teicoplanin for the prevention of surgical site infections after total hip or knee arthroplasty: a prospective, open-label study"
"343",1,"","In all, 2596 patients were included in the monthly point-prevalence surveillance studies for respiratory tract colonization (894 in the SDD group, 811 in the SOD group, and 891 in the standard-care group), and 2963 patients were included in the analysis of rectal colonization (988 in the SDD group, 947 in the SOD group, and 1028 in the standard-care group). Estimated completeness of culture surveillance per center was, on average, 87% (range, 67 to 98) for rectal samples and 82% (range, 69 to 95) for respiratory tract samples. The data from six point-prevalence measurements per study period were analyzed together. For all pathogen–antibiotic combinations, the rate of nonsusceptibility was less than 5% (Table 4). For multidrug resistance, the rate of nonsusceptibility was less than 2.5% for two antibiotics and less than or equal to 2% for three antibiotics. The proportion of patients with gram-negative bacteria in rectal swabs that were not susceptible to the marker antibiotics was lower with SDD than with standard care or SOD (Table 4). The proportions of patients with nonsusceptible bacteria in respiratory tract samples were similar in the SDD and SOD groups and were lower than the proportion in the standard-care group.","","","",19118302,"Decontamination of the digestive tract and oropharynx in ICU patients"
"344",NA,NA,NA,NA,NA,NA,19127796,"Antibiotic prophylaxis for orthognathic surgery: A prospective, comparative, randomized study between amoxicillin-clavulanic acid and penicillin"
"345",NA,NA,NA,NA,NA,NA,19160191,"Antimicrobial prophylaxis for colorectal surgery"
"346",0,"Resistance during f/u not included","",NA,NA,NA,19254119,"Amoxicillin and metronidazole as an adjunct to full-mouth scaling and root planing of chronic periodontitis"
"347",0,"Resistance during f/u not included","",NA,NA,NA,19277796,"Conservative management of acute appendicitis"
"348",NA,NA,NA,NA,NA,NA,19302017,"Changes in body composition with ritonavir-boosted and unboosted atazanavir treatment in combination with lamivudine and stavudine: A 96- week randomized, controlled study"
"349",1,"","A 10-year-old boy in the 30-day treatment group experienced 2 late reoccurrences of infection. Initially, S. aureus arthritis of the ankle responded to cephradine so well that treatment was discontinued on day 28. Seventeen months later, the same joint was affected, S. aureus was isolated, and cephradine treatment was administered again. This time, suboptimal clinical response led to a change to clindamycin for 30 days. Recovery seemed uneventful; however, of surprise, the same ankle was affected again 8 months later, and coagulase-negative staphylococci were identified. Clindamycin therapy for 30 days led to full recovery. Since 1990, the child has remained symptomless. No surgical procedure other than aspiration was performed, and scintigram findings were normal. Immunodeficiency and bacterial resistance were not found.","10","30","12 months",19323633,"Prospective, randomized trial of 10 days versus 30 days of antimicrobial treatment, including a short-term course of parenteral therapy, for childhood septic arthritis"
"350",NA,NA,NA,NA,NA,NA,19339558,"Functional outcome and range of motion of high-flexion posterior cruciate-retaining and high-flexion posterior cruciate-substituting total knee prostheses: A prospective, randomized study"
"351",NA,NA,NA,NA,NA,NA,19346879,"Piperacillin/tazobactam plus ceftazidime versus sulbactam/ampicillin plus aztreonam as empirical therapy for fever in severely neutropenic pediatric patients"
"352",NA,NA,NA,NA,NA,NA,19358184,"Randomized clinical trial of antibiotic therapy versus appendicectomy as primary treatment of acute appendicitis in unselected patients"
"353",NA,NA,NA,NA,NA,NA,19384201,"A systematic review on clinical benefits of continuous administration of β-lactam antibiotics"
"354",NA,NA,NA,NA,NA,NA,19390280,"Assessment of strangulated content of the spontaneously reduced inguinal hernia via hernia sac laparoscopy: Preliminary results of a prospective randomized study"
"355",NA,NA,NA,NA,NA,NA,19414572,"Multicenter, randomized study of the efficacy and safety of intravenous iclaprim in complicated skin and skin structure infections"
"356",0,"Resistance during f/u not included","",NA,NA,NA,19416298,"Antibiotic treatment interruption of suspected lower respiratory tract infections based on a single procalcitonin measurement at hospital admission--a randomized trial"
"357",NA,NA,NA,NA,NA,NA,19420195,"Efficacy and safety of inhaled aztreonam lysine for airway pseudomonas in cystic fibrosis"
"358",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,19482956,"A randomized trial of dental brushing for preventing ventilator-associated pneumonia"
"359",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,19484759,"Piperacillin/tazobactam versus cefepime for the empirical treatment of pediatric cancer patients with neutropenia and fever: a randomized and open-label study"
"360",0,"Resistance during f/u not included","",NA,NA,NA,19493352,"Procalcitonin to guide duration of antibiotic therapy in intensive care patients: a randomized prospective controlled trial"
"361",0,"Other","% Strep with reduced susceptibility: 3 days - 23% at day 9, 7.7% at day 30 vs 7 days 24.7% at 9 days, 7% at 30 days","3","7","30",19528154,"Reduced susceptibility to amoxicillin of oral streptococci following amoxicillin exposure"
"362",0,"Resistance during f/u not included","",NA,NA,NA,19576090,"[The value of serum procalcitonin in treatment of community acquired pneumonia in outpatient]"
"363",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,19578229,"Single dose azithromycin versus ciprofloxacin for cholera in children: a randomized controlled trial"
"364",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,19597646,"Cefepime monotherapy is as effective as ceftriaxone plus amikacin in pediatric patients with cancer and high-risk febrile neutropenia in a randomized comparison"
"365",NA,NA,NA,NA,NA,NA,19628879,"Short versus long duration of antibiotic therapy for bacterial meningitis: A meta-analysis of randomised controlled trials in children"
"366",0,"Resistance during f/u not included","",NA,NA,NA,19691829,"Treatment duration of febrile urinary tract infection (FUTIRST trial): a randomized placebo-controlled multicenter trial comparing short (7 days) antibiotic treatment with conventional treatment (14 days)"
"367",NA,NA,NA,NA,NA,NA,19752296,"Preventive antibiotics for infections in acute stroke: A systematic review and meta-analysis"
"368",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,19768381,"Efficacy and safety of sequential intravenous/oral moxifloxacin vs intravenous/oral amoxicillin/clavulanate for complicated skin and skin structure infections"
"369",0,"Resistance during f/u not included","",NA,NA,NA,19776651,"Use of procalcitonin-guided decision-making to shorten antibiotic therapy in suspected neonatal early-onset sepsis: prospective randomized intervention trial"
"370",0,"Resistance during f/u not included","",NA,NA,NA,19797133,"Procalcitonin for reduced antibiotic exposure in ventilator-associated pneumonia: a randomised study"
"371",NA,NA,NA,NA,NA,NA,19805679,"Laparoscopy compared with laparotomy for comprehensive surgical staging of uterine cancer: Gynecologic Oncology Group Study LAP2"
"372",1,"","There were 4 cases of oxacilin resistance (1 was due to S. aureus, 2 S. epidermidis, and 1 S. simulans) - all in placebo arm","0","1 dose cefazolin","",19808441,"Efficacy of antibiotic prophylaxis before the implantation of pacemakers and cardioverter-defibrillators: results of a large, prospective, randomized, double-blinded, placebo-controlled trial"
"373",NA,NA,NA,NA,NA,NA,19821262,"Antibiotic prophylaxis to reduce respiratory tract infections and mortality in adults receiving intensive care"
"374",NA,NA,NA,NA,NA,NA,19864673,"Antibiotic prophylaxis and recurrent urinary tract infection in children"
"375",0,"Resistance during f/u not included","",NA,NA,NA,19926166,"Routine antibiotic use in preterm neonates: a randomised controlled trial"
"376",0,"Resistance during f/u not included","",NA,NA,NA,19996339,"Treatment of early Pseudomonas aeruginosa infection in patients with cystic fibrosis: the ELITE trial"
"377",1,"","The incidence of overall MRSA infection was not signifi cantly different between the groups (2.2% for group 1 versus 2.9% for group 2, P > 0.99).","1","3","",19997797,"Short-term intravenous antimicrobial prophylaxis in combination with preoperative oral antibiotics on surgical site infection and methicillin-resistant Staphylococcus aureus infection in elective colon cancer surgery: results of a prospective randomized trial"
"378",NA,NA,NA,NA,NA,NA,20014118,"Minocycline 1-year therapy in multiple-system-atrophy: Effect on clinical symptoms and [(11)C] (R)-PK11195 PET (MEMSA-trial)"
"379",0,"Resistance during f/u not included","",NA,NA,NA,20015788,"A randomized prospective study of oral levofloxacin vs intravenous flomoxef prophylaxis in postoperative infection after endoscopic sinus surgery"
"380",NA,NA,NA,NA,NA,NA,20067425,"Long-term antibiotic treatment for Crohn's disease: Systematic review and meta-analysis of placebo-controlled trials"
"381",NA,NA,NA,NA,NA,NA,20074264,"Short-term recovery after subtotal and total abdominal hysterectomy - A randomised clinical trial"
"382",1,"","For most secondary outcome measures (percentages of patients with relapse or superinfection; number of days without mechanical ventilation; SOFA score apart from at day 28; length of stay in the intensive care unit and hospital; and percentage of emerging multidrug-resistant bacteria) no significant difference was recorded between study groups (Multidrug-resistant bacteria were defi ned as one of the following: ticarcillin-resis tant Pseudomonas aeruginosa, Acinetobacter baumannii, or Steno tro phomo nas maltophilia; extended-spectrum β-lactam-producing Entero bacteriaceae; high-concen tration cephalosporinaseprod u cing AmpC Entero bac teriaceae; and meticillinresistant Staphylococcus aureus.)","Days without antibiotics as outcome","","",20097417,"Use of procalcitonin to reduce patients' exposure to antibiotics in intensive care units (PRORATA trial): a multicentre randomised controlled trial"
"383",NA,NA,NA,NA,NA,NA,20116706,"Single-Dose Versus Single-Day Antibiotic Prophylaxis for Orthognathic Surgery: A Prospective, Randomized, Double-Blind Clinical Study"
"384",0,"Participants (not bacterial infection)","",NA,NA,NA,20137805,"Antimicrobial treatment for early, limited Mycobacterium ulcerans infection: a randomised controlled trial"
"385",NA,NA,NA,NA,NA,NA,20139214,"Effectiveness of five different approaches in management of urinary tract infection: randomised controlled trial"
"386",NA,NA,NA,NA,NA,NA,20173715,"Efficacy and safety comparison of two amoxicillin administration schedules after third molar removal. A randomized, double-blind and controlled clinical trial"
"387",NA,NA,NA,NA,NA,NA,20185423,"Procalcitonin guidance and reduction of antibiotic use in acute respiratory tract infection"
"388",0,"Resistance during f/u not included","",NA,NA,NA,20185560,"Ten days vs. 14 days antibiotic therapy in culture-proven neonatal sepsis"
"389",NA,NA,NA,NA,NA,NA,20195673,"Low-dose β-lactam plus amikacin in febrile neutropenia: Cefepime vs. piperacillin/tazobactam, a randomized trial"
"390",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,20207618,"A randomized controlled trial to examine the efficacy and safety of a new super-oxidized solution for the management of wide postsurgical lesions of the diabetic foot"
"391",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,20227056,"Efficacy and safety of linezolid versus vancomycin for the treatment of complicated skin and soft-tissue infections proven to be caused by methicillin-resistant Staphylococcus aureus"
"392",NA,NA,NA,NA,NA,NA,20238310,"Antibiotic prophylaxis for surgery for proximal femoral and other closed long bone fractures."
"393",0,"Resistance during f/u not included","",NA,NA,NA,20332194,"Comparison of 48 h and 72 h of prophylactic antibiotic therapy in adult cardiac surgery: a randomized double blind controlled trial"
"394",NA,NA,NA,NA,NA,NA,20338667,"Clinical relevance of surgical site infection as defined by the criteria of the Centers for Disease Control and Prevention"
"395",NA,NA,NA,NA,NA,NA,20404637,"Selective decontamination of the digestive tract: What outcomes matter?"
"396",NA,NA,NA,NA,NA,NA,20412178,"Prevention of travelers' diarrhea with rifaximin in US travelers to Mexico"
"397",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,20427546,"Piperacillin-tazobactam versus carbapenem therapy with and without amikacin as empirical treatment of febrile neutropenia in cancer patients: results of an open randomized trial at a university hospital"
"398",NA,NA,NA,NA,NA,NA,20467647,"The efficacy of antibiotic prophylaxis at placement of dental implants: a Cochrane systematic review of randomised controlled clinical trials."
"399",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,20489580,"Randomized clinical study for comparative evaluation of fourth-generation fluoroquinolones with the combination of fortified antibiotics in the treatment of bacterial corneal ulcers"
"400",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,20536364,"Standard versus newer antibacterial agents in the treatment of severe acute exacerbation of chronic obstructive pulmonary disease: a randomized trial of trimethoprim-sulfamethoxazole versus ciprofloxacin"
"401",NA,NA,NA,NA,NA,NA,20544245,"A long-term prospective randomized controlled study of non-specific interstitial pneumonia (NSIP) treatment in scleroderma"
"402",NA,NA,NA,NA,NA,NA,20556757,"Interventions for cellulitis and erysipelas."
"403",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,20558918,"Antibiotic prophylaxis in transcatheter treatment of hepatocellular carcinoma: an open randomized prospective study of oral versus intravenous administration"
"404",0,"Resistance during f/u not included","",NA,NA,NA,20570319,"One week of nitrofurantoin before percutaneous nephrolithotomy significantly reduces upper tract infection and urosepsis: a prospective controlled study"
"405",NA,NA,NA,NA,NA,NA,20585969,"A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections"
"406",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,20594464,"[The effect of early goal-directed therapy on treatment of critical patients with severe sepsis/septic shock: a multi-center, prospective, randomized, controlled study]"
"407",NA,NA,NA,NA,NA,NA,20620320,"A complete course of intravenous antibiotics vs a combination of intravenous and oral antibiotics for perforated appendicitis in children: a prospective, randomized trial"
"408",NA,NA,NA,NA,NA,NA,20620377,"A prospective, randomized trial comparing BioGlue and Vivostat for the control of alveolar air leak"
"409",0,"Study design (not RCT)","",NA,NA,NA,20624812,"Length of intravenous antibiotic therapy and treatment failure in infants with urinary tract infections"
"410",0,"Resistance during f/u not included","",NA,NA,NA,20655559,"Optimal duration of prophylactic antibiotic administration for elective colon cancer surgery: A randomized, clinical trial"
"411",NA,NA,NA,NA,NA,NA,20687081,"Antibiotic therapy for Shigella dysentery."
"412",NA,NA,NA,NA,NA,NA,20729233,"Controlled trial of cycled antibiotic prophylaxis to prevent initial Pseudomonas aeruginosa infection in children with cystic fibrosis"
"413",0,"Resistance during f/u not included","",NA,NA,NA,20842069,"Short- versus long-term antimicrobial treatment for acute hematogenous osteomyelitis of childhood: prospective, randomized trial on 131 culture-positive cases"
"414",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,20855397,"Randomized controlled trial of day care versus hospital care of severe pneumonia in Bangladesh"
"415",NA,NA,NA,NA,NA,NA,20864609,"Linezolid vs glycopeptide antibiotics for the treatment of suspected methicillin-resistant Staphylococcus aureus nosocomial pneumonia: A meta-analysis of randomized controlled trials"
"416",0,"Resistance during f/u not included","",NA,NA,NA,20876410,"Unintended effects of a computerized physician order entry nearly hard-stop alert to prevent a drug interaction: a randomized controlled trial"
"417",NA,NA,NA,NA,NA,NA,20937045,"Clinical trial: The combination of rifaximin with partially hydrolysed guar gum is more effective than rifaximin alone in eradicating small intestinal bacterial overgrowth"
"418",NA,NA,NA,NA,NA,NA,20972299,"Short course versus 7-day course of intravenous antibiotics for probable neonatal septicemia: A pilot, open-label, randomized controlled trial"
"419",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,21105351,"[Assessment of the effectiveness of sinuforte used for the combined treatment of rhinosinusitis and exudative otitis media in children]"
"420",0,"Resistance during f/u not included","",NA,NA,NA,21123162,"Metronidazole 1.5 gram dose for 7 or 14 days in the treatment of patients with chronic prostatitis caused by Trichomonas vaginalis: A randomized study"
"421",NA,NA,NA,NA,NA,NA,21124224,"Prevention of central line associated bloodstream infections in critical care units"
"422",0,"Resistance during f/u not included","",NA,NA,NA,21143869,"Neonatal Procalcitonin Intervention Study (NeoPInS): Effect of Procalcitonin-guided decision making on duration of antibiotic therapy in suspected neonatal early-onset sepsis: A multi-centre randomized superiority and non-inferiority Intervention Study"
"423",0,"Resistance during f/u not included","",NA,NA,NA,21178422,"Guidance of antibiotic therapy with procalcitonin in lower respiratory tract infections: insights into the ProHOSP study"
"424",NA,NA,NA,NA,NA,NA,21208648,"The use of penile skin graft versus penile skin flap in the repair of long bulbo-penile urethral stricture: A prospective randomized study"
"425",NA,NA,NA,NA,NA,NA,21209531,"Comparison of single versus multiple doses of antibiotic prophylaxis in reducing post-elective caesarean section infectious morbidity"
"426",NA,NA,NA,NA,NA,NA,21249415,"Evaluation of short-term clinical efficacy of 3-day therapy with azithromycin in comparison with 5-day cefcapene-pivoxyl for acute streptococcal tonsillopharyngitis in primary care"
"427",NA,NA,NA,NA,NA,NA,21259031,"Prospective randomized evaluation of prophylactic antibiotic usage in patients undergoing tension free inguinal hernioplasty"
"428",0,"Resistance during f/u not included","",NA,NA,NA,21267804,"[Perioperative antibiotic prophylaxis in radical retropubic prostatectomy: a randomised pilot study of perioperative and postoperative administration]"
"429",NA,NA,NA,NA,NA,NA,21269858,"Single-dose extended-release azithromycin versus a 10-day regimen of amoxicillin/clavulanate for the treatment of children with acute otitis media"
"430",NA,NA,NA,NA,NA,NA,21283008,"The role of intestinal colonization with Gram-negative bacteria as a source for intensive care unit-acquired bacteremia"
"431",0,"Other","We obtained endotracheal aspirate cultures on admission for 688 (35%) of 1989 patients in the standard-care group, 1044 (55%) of 1904 patients in the SOD group, and 1025 (50%) of 2034 in the SDD group (table 2). Distribution of species isolated was much the same between groups. Prevalence of highly resistant microorganisms at the time of admission to intensive-care units was low, ranging from 2·4% during SDD to 3·9% during SOD, and did not differ between study groups. Endotracheal aspirate cultures were obtained from 2595 (48%) of 5463 patients who stayed in an intensive-care unit for more than 3 days: cultures were obtained for 881 (49%) of 1837 patients in standard care, 886 (50%) of 1758 in SOD, and 828 (44%) of 1868 in SDD.",NA,NA,"40",21420908,"Selective digestive tract decontamination and selective oropharyngeal decontamination and antibiotic resistance in patients in intensive-care units: an open-label, clustered group-randomised, crossover study"
"432",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,21438131,"Piperacillin/tazobactam versus cefozopran for the empirical treatment of pediatric cancer patients with febrile neutropenia"
"433",NA,NA,NA,NA,NA,NA,21439514,"Efficacy and safety of tigecycline monotherapy compared with vancomycin-aztreonam in the treatment of complicated skin and skin structure infections in patients from India and Taiwan"
"434",0,"Resistance during f/u not included","",NA,NA,NA,21507143,"Procalcitonin guidance for reduction of antibiotic use in low-risk outpatients with community-acquired pneumonia"
"435",NA,NA,NA,NA,NA,NA,21524156,"Piperacillin/tazobactam monotherapy versus piperacillin/tazobactam plus amikacin as initial empirical therapy for febrile neutropenia in children with acute leukemia"
"436",0,"Resistance during f/u not included","",NA,NA,NA,21531174,"Gatifloxacin versus chloramphenicol for uncomplicated enteric fever: an open-label, randomised, controlled trial"
"437",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,21600087,"[A multi-center, randomized, controlled, double blind and double dummy clinical trial of antofloxacin hydrochloride tablet versus levofloxacin tablet for the treatment of acute bacterial infections]"
"438",0,"Resistance during f/u not included","",NA,NA,NA,21620467,"5 versus 10 days of treatment with ceftriaxone for bacterial meningitis in children: a double-blind randomised equivalence study"
"439",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,21713025,"The influence of reduced susceptibility to fluoroquinolones in Salmonella enterica serovar Typhi on the clinical response to ofloxacin therapy"
"440",NA,NA,NA,NA,NA,NA,21751181,"Randomized clinical trial of perioperative selective decontamination of the digestive tract versus placebo in elective gastrointestinal surgery"
"441",NA,NA,NA,NA,NA,NA,21773891,"Wound complications and clinical results of electrocautery versus a scalpel to create a cutaneous flap in thyroidectomy: A prospective randomized trial"
"442",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,21829969,"Antibiotic treatment schemes for very severe community-acquired pneumonia in children: a randomized clinical study"
"443",0,"Resistance during f/u not included","",NA,NA,NA,21871782,"Are postoperative intravenous antibiotics necessary after bimaxillary orthognathic surgery? A prospective, randomized, double-blind, placebo-controlled clinical trial"
"444",0,"Intervention (not antibiotics or duration)","On multivariate mixed model analysis AMP treatment remained an independent risk factor for colonization with K. pneumonia overall (OR, 5.18; 95%CI: 1.45–18.54) and with AMP‐resistant strains (OR, 5.83; 95%CI: 1.63–20.84) and with S. hominis (OR, 12.57; 95%CI: 1.92–82.34). Neither the duration of initial empiric AB regimen (OR per additional hour, 1; 95%CI: 0.99–1.01, P = 0.59) nor the daily dosage (OR per additional mg/kg per day, 0.91; 95%CI: 0.77 1.08; P = 0.28) remained independently associated with the risk of Klebsiella colonization.","67 hours","60 hours","28 days",21895866,"Ampicillin versus penicillin in the empiric therapy of extremely low-birthweight neonates at risk of early onset sepsis"
"445",0,"Resistance during f/u not included","",NA,NA,NA,21928096,"Prophylactic antibiotic use in elective inguinal hernioplasty in a trauma center"
"446",NA,NA,NA,NA,NA,NA,21959024,"Procalcitonin measurements for guiding antibiotic treatment in pediatric pneumonia"
"447",NA,NA,NA,NA,NA,NA,21959688,"Laparoscopic inguinal hernia repair: Transabdominal preperitoneal (TAPP) versus totally extraperitoneal (TEP) approach: A prospective randomized controlled trial"
"448",NA,NA,NA,NA,NA,NA,21982465,"Prospective randomized study of efficacy of 1-day versus 3-day antibiotic prophylaxis for preventing surgical site infection after coronary artery bypass graft"
"449",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,21996070,"A randomized trial of computer kiosk-expedited management of cystitis in the emergency department"
"450",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,22009525,"Evaluation of the efficacy and safety of intravenous ciprofloxacin versus meropenem in the treatment of postoperative infection"
"451",NA,NA,NA,NA,NA,NA,22011265,"Clindamycin vs. first-generation cephalosporins for acute osteoarticular infections of childhood-a prospective quasi-randomized controlled trial"
"452",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,22021072,"Selective decontamination of the oral and digestive tract in surgical versus non-surgical patients in intensive care in a cluster-randomized trial"
"453",0,"Resistance during f/u not included","",NA,NA,NA,22068326,"Pharmacist interventions on antibiotic use in inpatients with respiratory tract infections in a Chinese hospital"
"454",NA,NA,NA,NA,NA,NA,22083832,"Antibiotic prophylaxis in cardiac surgery: Systematic review and meta-analysis"
"455",NA,NA,NA,NA,NA,NA,22155172,"Rifaximin-extended intestinal release induces remission in patients with moderately active crohn's disease"
"456",0,"Study design (not RCT)","",NA,NA,NA,22189524,"Management of osteoarticular infections caused by Staphylococcus aureus is similar to that of other etiologies: analysis of 199 staphylococcal bone and joint infections"
"457",NA,NA,NA,NA,NA,NA,22266154,"A Randomized, Controlled Trial of Panax quinquefolius Extract (CVT-E002) to Reduce Respiratory Infection in Patients With Chronic Lymphocytic Leukemia"
"458",NA,NA,NA,NA,NA,NA,22271702,"First-day step-down to oral outpatient treatment versus continued standard treatment in children with cancer and low-risk fever in neutropenia. A randomized controlled trial within the multicenter SPOG 2003 FN study"
"459",NA,NA,NA,NA,NA,NA,22289552,"Effectiveness and safety of patient-initiated single-dose versus continuous low-dose antibiotic prophylaxis for recurrent urinary tract infections in postmenopausal women: A randomized controlled study"
"460",NA,NA,NA,NA,NA,NA,22314524,"CANVAS 1 and 2: Analysis of clinical response at day 3 in two phase 3 trials of ceftaroline fosamil versus vancomycin plus aztreonam in treatment of acute bacterial skin and skin structure infections"
"461",NA,NA,NA,NA,NA,NA,22329638,"Predictive value of Escherichia coli susceptibility in strains causing asymptomatic bacteriuria for women with recurrent symptomatic urinary tract infections receiving prophylaxis"
"462",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,22407197,"IV Penicillin G is as effective as IV cefuroxime in treating community-acquired pneumonia in children"
"463",0,"Resistance during f/u not included","",NA,NA,NA,22421690,"Periodical antibiotic treatment for the control of gonococcal and chlamydial infections among sex workers in Benin and Ghana: a cluster-randomized placebo-controlled trial"
"464",NA,NA,NA,NA,NA,NA,22466969,"Healthcare-associated infection prevention in pediatric intensive care units: A review"
"465",0,"Resistance during f/u not included","",NA,NA,NA,22485232,"Procalcitonin is a good tool to guide duration of antibiotic therapy in patients with severe acute pancreatitis. A randomized prospective single-center controlled trial"
"466",0,"Resistance during f/u not included","",NA,NA,NA,22555328,"[5 days Cefaclor vs. 10 days amoxicillin/clavulanate in the treatment of childhood streptococcal pharyngitis. Data from a randomized clinical trial]"
"467",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,22563210,"Comparison of ertapenem and ceftriaxone therapy for acute pyelonephritis and other complicated urinary tract infections in Korean adults: a randomized, double-blind, multicenter trial"
"468",NA,NA,NA,NA,NA,NA,22572418,"Once weekly azithromycin in secondary prevention of rheumatic fever"
"469",NA,NA,NA,NA,NA,NA,22672447,"Primary anastomosis vs nonrestorative resection for perforated diverticulitis with peritonitis: A prematurely terminated randomized controlled trial"
"470",NA,NA,NA,NA,NA,NA,22687509,"In Vitro activity and microbiological efficacy of tedizolid (TR-700) against gram-positive clinical isolates from a phase 2 study of oral tedizolid phosphate (TR-701) in patients with complicated skin and skin structure infections"
"471",0,"Resistance during f/u not included","",NA,NA,NA,22726802,"Ciprofloxacin for 7 days versus 14 days in women with acute pyelonephritis: a randomised, open-label and double-blind, placebo-controlled, non-inferiority trial"
"472",0,"Resistance during f/u not included","",NA,NA,NA,22732747,"Effect of a 3-step critical pathway to reduce duration of intravenous antibiotic therapy and length of stay in community-acquired pneumonia: a randomized controlled trial"
"473",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,22742765,"Clinical and microbiological efficacy of continuous versus intermittent application of meropenem in critically ill patients: a randomized open-label controlled trial"
"474",0,"Participants (not bacterial infection)","",NA,NA,NA,22748516,"Azithromycin therapy in hospitalized infants with acute bronchiolitis is not associated with better clinical outcomes: a randomized, double-blinded, and placebo-controlled clinical trial"
"475",NA,NA,NA,NA,NA,NA,22760341,"Comparison of clinical efficacy between 3-day combined clavulanate/ amoxicillin preparation treatment and 10-day amoxicillin treatment in children with pharyngolaryngitis or tonsillitis"
"476",NA,NA,NA,NA,NA,NA,22869571,"TD-1792 versus vancomycin for treatment of complicated skin and skin structure infections"
