"","PMID","PUI","Title"
"1518",28807915,"L618982347","A randomized controlled trial shows that both 14-day hybrid and bismuth quadruple therapies cure most patients with helicobacter pylori infection in populations with moderate antibiotic resistance"
"1520",28719592,"L618199325","Ten-Day Quadruple Therapy Comprising Proton Pump Inhibitor, Bismuth, Tetracycline, and Levofloxacin is More Effective than Standard Levofloxacin Triple Therapy in the Second-Line Treatment of Helicobacter pylori Infection: A Randomized Controlled Trial"
"1523",28644575,"L618721792","Comparison of 10-day levofloxacin bismuth-based quadruple therapy and levofloxacin-based triple therapy for Helicobacter pylori"
"1531",28076247,"L613299006","5-Day versus 10-day course of fluoroquinolones in outpatient males with a urinary tract infection (UTI)"
"1532",27131288,"L612765773","Impact of caregivers' education regarding respiratory infections on the health status of day-care children: A randomized trial"
"1535",27257049,"L610888990","Ten-day empirical sequential or concomitant therapy is more effective than triple therapy for Helicobacter pylori eradication: A multicenter, prospective study"
"1536",27134145,"L610175841","Randomized clinical trial comparing ten day concomitant and sequential therapies for Helicobacter pylori eradication in a high clarithromycin resistance area"
"1539",27550876,"L616505526","The Effectiveness of a Three Day Course Antibiotic Post-urodynamic Study in Preventing Lower Urinary Tract Infection"
"1541",26862930,"L608296978","Randomized clinical trial comparing 10-day sequential, 7-day concomitant and 7-day standard triple therapies for Helicobacter pylori eradication"
"1542",27221874,"L614862765","Effect of IL-1 Polymorphisms, CYP2C19 Genotype and Antibiotic Resistance on Helicobacter pylori Eradication Comparing Between 10-day Sequential Therapy and 14-day Standard Triple Therapy with Four-Times-Daily-Dosing of Amoxicillin in Thailand: a Prospective Randomized Study"
"1544",25881966,"L605228934","Fourteen-day optimized levofloxacin-based therapy versus classical quadruple therapy for Helicobacter pylori treatment failures: A randomized clinical trial"
"1548",26228365,"L605455711","Prospective trial in Saudi Arabia comparing the 14-day standard triple therapy with the 10-day sequential therapy for treatment of Helicobacter pylori infection"
"1549",25841891,"L603551543","Safety and efficacy of alternative antibiotic regimens compared with 7 day injectable procaine benzylpenicillin and gentamicin for outpatient treatment of neonates and young infants with clinical signs of severe infection when referral is not possible: A randomised, open-label, equivalence trial"
"1550",25931316,"L604272953","Pidotimod for the prevention of acute respiratory infections in healthy children entering into daycare: A double blind randomized placebo-controlled study"
"1554",25840297,"L603576609","Comparison of 1-day versus 1-hour application of topical neomycin/polymyxin-B before cataract surgery"
"1555",26090428,"L604707970","Seven-day nonbismuth containing quadruple therapy could achieve a grade a success rate for first-line helicobacter pylori eradication"
"1556",25132282,"L53286099","A randomised clinical trial of 10-day concomitant therapy and standard triple therapy for Helicobacter pylori eradication"
"1558",25331236,"L603165173","Antibiotic prophylaxis for transrectal prostate biopsy: a comparison of one-day and five-day regimen"
"1561",24196543,"L372598065","A prospective, randomized study comparing minilaparotomy and laparoscopic cholecystectomy as a day-surgery procedure: 5-Year outcome"
"1563",24995271,"L373428515","Levofloxacin-amoxicillin/clavulanate-rabeprazole versus a standard seven-day triple therapy for eradication of helicobacter pylori infection"
"1564",24988873,"L373557578","A comparison between 15-day sequential, 10-day sequential and proton pump inhibitor-based triple therapy for Helicobacter pylori infection in Korea"
"1566",25070099,"L600056768","Randomized controlled trial comparing 7-day triple, 10-day sequential, and 7-day concomitant therapies for Helicobacter pylori infection"
"1568",24254262,"L370113376","A multicenter, randomized, prospective study of 14-day ranitidine bismuth citrate-vs. lansoprazolebased triple therapy for the eradication of Helicobacter pylori in dyspeptic patients"
"1569",23581720,"L369581136","Effect of fluoroquinolone resistance on 14-day levofloxacin triple and triple plus bismuth quadruple therapy"
"1572",23650780,"L369135547","Twice a day quadruple therapy for the first-line treatment of Helicobacter pylori in an area with a high prevalence of background antibiotic resistance."
"1574",22760341,"L52094966","Comparison of clinical efficacy between 3-day combined clavulanate/ amoxicillin preparation treatment and 10-day amoxicillin treatment in children with pharyngolaryngitis or tonsillitis"
"1575",22984204,"L366286391","Comparison of 10 day bismuth quadruple therapy with high-dose metronidazole or levofloxacin for second-line helicobacter pylori therapy: A randomized controlled trial"
"1576",22955035,"L52223615","28-Day safety and tolerability of umeclidinium in combination with vilanterol in COPD: A randomized placebo-controlled trial"
"1577",22849546,"L365955061","Ten-day sequential versus triple therapy for Helicobacterpylori eradication: A prospective, open-label, randomized trial"
"1579",22967121,"L365646987","The efficacy of second-line anti-helicobacter pylori therapy using an extended 14-day levofloxacin/amoxicillin/proton-pump inhibitor treatment - a pilot study"
"1580",22271702,"L365251996","First-day step-down to oral outpatient treatment versus continued standard treatment in children with cancer and low-risk fever in neutropenia. A randomized controlled trial within the multicenter SPOG 2003 FN study"
"1581",22687889,"L365507737","Levofloxacin versus clarithromycin in a 10 day triple therapy regimen for first-line helicobacter pylori eradication: A single-blind randomized clinical trial"
"1584",22314524,"L364666204","CANVAS 1 and 2: Analysis of clinical response at day 3 in two phase 3 trials of ceftaroline fosamil versus vancomycin plus aztreonam in treatment of acute bacterial skin and skin structure infections"
"1585",21916989,"L364309036","Ten-day sequential therapy is more effective than proton pump inhibitor-based therapy in Korea: A prospective, randomized study"
"1587",22484118,"L365091902","Efficacy of 5-day levofloxacin-containing concomitant therapy in eradication of helicobacter pylori infection"
"1590",21923713,"L51654018","Randomised clinical trial: The efficacy of a 10-day sequential therapy vs. a 14-day standard proton pump inhibitor-based triple therapy for Helicobacter pylori in Korea"
"1591",21982465,"L51618359","Prospective randomized study of efficacy of 1-day versus 3-day antibiotic prophylaxis for preventing surgical site infection after coronary artery bypass graft"
"1593",21249415,"L51238958","Evaluation of short-term clinical efficacy of 3-day therapy with azithromycin in comparison with 5-day cefcapene-pivoxyl for acute streptococcal tonsillopharyngitis in primary care"
"1594",21269858,"L51245674","Single-dose extended-release azithromycin versus a 10-day regimen of amoxicillin/clavulanate for the treatment of children with acute otitis media"
"1595",20972299,"L361595769","Short course versus 7-day course of intravenous antibiotics for probable neonatal septicemia: A pilot, open-label, randomized controlled trial"
"1597",21777974,"L51531014","14-day triple, 5-day concomitant, and 10-day sequential therapies for Helicobacter pylori infection in seven Latin American sites: A randomised trial"
"1599",20585969,"L50972622","A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections"
"1600",20831782,"L359666806","Routine resite of peripheral intravenous devices every 3 days did not reduce complications compared with clinically indicated resite: A randomised controlled trial"
"1603",20116706,"L358098452","Single-Dose Versus Single-Day Antibiotic Prophylaxis for Orthognathic Surgery: A Prospective, Randomized, Double-Blind Clinical Study"
"1605",19781465,"L355290578","One-day application of topical moxifloxacin 0.5% to select for fluoroquinolone-resistant coagulase-negative Staphylococcus"
"1608",19344437,"L354515888","A multicenter study of valganciclovir prophylaxis up to day 120 in CMV-Seropositive lung transplant recipients"
"1610",19021604,"L354404124","One preoperative dose randomized against 3-day antibiotic prophylaxis for transrectal ultrasonography-guided prostate biopsy"
"1611",19393842,"L354486862","Besifloxacin ophthalmic suspension 0.6% in patients with bacterial conjunctivitis: A multicenter, prospective, randomized, double-masked, vehicle-controlled, 5-day efficacy and safety study"
"1612",18945282,"L352637206","Alcohol-based hand-disinfection reduced children's absence from Swedish day care centers"
"1613",19112057,"L50374907","Current indications for laparoscopy in day-case surgery"
"1614",18721198,"L352568434","Prospective assessment of the efficacy of single dose versus traditional 3-day antimicrobial prophylaxis in 12-core transrectal prostate biopsy"
"1615",18726104,"L50250714","The role of preoperative antibiotics in the prevention of wound infection after day case surgery for inguinal hernia in children in Ile Ife, Nigeria"
"1622",17669103,"L47196340","Efficacy and safety of Saccharomyces boulardii in the 14-day triple anti-helicobacter pylori therapy: A prospective randomized placebo-controlled double-blind study"
"1623",17552953,"L46878540","Comparison of a 3-day with a 1-day regimen of an extended-release formulation of ciprofloxacin as antimicrobial prophylaxis for patients undergoing transrectal needle biopsy of the prostate"
"1626",17135183,"L47072068","Is continuous infusion ceftriaxone better than once-a-day dosing in intensive care? A randomized controlled pilot study"
"1627",17189096,"L44959787","Efficacy and safety of 3-day azithromycin versus 5-day moxifloxacin for the treatment of acute bacterial exacerbations of chronic bronchitis"
"1629",16362397,"L44446073","Single-dose metronidazole vs 5-day multi-drug antibiotic regimen in excision of pilonidal sinuses with primary closure: A prospective, randomized, double-blinded pilot study"
"1630",17011409,"L44462785","Randomized double-blind study comparing 7- and 10-day regimens of faropenem medoxomil with a 10-day cefuroxime axetil regimen for treatment of acute bacterial sinusitis"
"1632",16423088,"L43468614","7-Day triple therapy of Helicobacter pylori infection with levofloxacin, amoxicillin, and high-dose esomeprazole in patients with known antimicrobial sensitivity"
"1633",16483435,"L43242240","Use of prophylactic antibiotics in a paediatric day-case surgery at NAUTH, Nnewi, Nigeria: A randomized double-blinded study"
"1636",16166930,"L41503791","Antibiotic prophylaxis in day surgery in dermatology"
"1637",16392777,"L41535007","Acute uncomplicated lower urinary tract infections in general practice: Clinical and microbiological cute rates after three- versus five-day treatment with trimethoprim"
"1639",15693728,"L40194009","Household-based costs and benefits of vaccinating healthy children in daycare against influenza virus: Results from a pilot study"
"1640",15551252,"L39539749","A 10-day levofloxacin-based therapy in patients with resistant Helicobacter pylori infection: A controlled trial"
"1641",15361080,"L39273945","Open, randomized multicenter comparative trial of rabeprazole, ofloxacin and amoxicillin therapy for Helicobocter pylori eradication: 7 vs. 14 day treatment"
"1647",15214873,"L39077048","Evaluation of 5-day therapy with telithromycin, a novel ketolide antibacterial, for the treatment of tonsillopharyngitis"
"1651",15182413,"L39002428","A prospective randomized trial of 1-day versus 3-day antibiotic prophylaxis for transrectal ultrasound guided prostate biopsy."
"1652",14632678,"L37553437","Eradication of Helicobacter pylori by 7-Day Triple-Therapy Regimens Combining Pantoprazole with Clarithromycin, Metronidazole, or Amoxicillin in Patients with Peptic Ulcer Disease: Results of Two Double-Blind, Randomized Studies"
"1657",12799509,"L36782192","Vaccination of day-care center attendees reduces carriage of Streptococcus pneumoniae among their younger siblings"
"1658",12694089,"L36560807","Safety and efficacy of 7-day rabeprazole- and omeprazole-based triple therapy regimens for the eradication of Helicobacter pylori in patients with documented peptic ulcer disease"
"1659",12749513,"L36286919","A comparison of 5-day courses of dirithromycin and azithromycin in the treatment of acute exacerbations of chronic obstructive pulmonary disease"
"1660",12519218,"L36062581","Low Helicobacter pylori eradication rates with 4- and 7-day regimens in an Iranian population"
"1663",12523214,"L35462290","The impact of selected environmental factors on the morbidity of children in day-care centres"
"1664",12447737,"L35379638","Spread of Streptococcus pneumoniae and antibiotic-resistant S. pneumoniae from day-care center attendees to their younger siblings"
"1665",12420730,"L36067770","Single-dose metronidazole versus 5-day multi-drug antibiotic regimen in excision of pilonidal sinuses with primary closure: A prospective randomised controlled double-blinded study"
"1671",12047326,"L34665838","Stool antigen assay to screen Helicobacter pylori infection and to assess the success of 3-day and 7-day eradication therapy in the patients with partial gastrectomy"
"1674",11942448,"L35021406","Telephone consultations to manage requests for same-day appointments: A randomised controlled trial in two practices"
"1675",11815577,"L34162626","Five day clarithromycin modified release versus 10 day penicillin V for group A streptococcal pharyngitis: A multi-centre, open-label, randomized study"
"1677",11642629,"L32952672","Effect of a conjugate pneumococcal vaccine on the occurrence of respiratory infections and antibiotic use in day-care center attendees"
"1678",11387176,"L32521266","Effect of long term consumption of probiotic milk on infections in children attending day care centres: Double blind, randomised trial"
"1684",11132064,"L31395446","Is a 5-day course of antibiotics as effective as a 10-day course for the treatment of streptococcal pharyngitis and the prevention of poststreptococcal sequelae?"
"1685",11144396,"L32001761","Five-day cefdinir course vs. ten-day cefprozil course for treatment of acute otitis media"
"1688",11006450,"L30721427","Efficacy of ceftibuten in 5 versus 10 days treatment of recurrent acute otitis media in children"
"1690",10886045,"L30446900","The impact of antibiotic resistance on the efficacy of three 7-day regimens against Helicobacter pylori"
"1691",33397449,"L2007742406","Recombinant human C1 esterase inhibitor (conestat alfa) in the prevention of severe SARS-CoV-2 infection in hospitalized patients with COVID-19: A structured summary of a study protocol for a randomized, parallel-group, open-label, multi-center pilot trial (PROTECT-COVID-19)"
"1692",33546739,"L2010385578","A Phase I/II Clinical Trial to evaluate the efficacy of baricitinib to prevent respiratory insufficiency progression in onco-hematological patients affected with COVID19: A structured summary of a study protocol for a randomised controlled trial"
"1693",33832544,"L2011109455","Echinacea reduces antibiotic usage in children through respiratory tract infection prevention: a randomized, blinded, controlled clinical trial"
"1694",33560163,"L634223959","Antimicrobial Prophylaxis in Transurethral Resection of the Prostate: Results of a Randomized Trial"
"1695",33951360,"L634954142","Four-month rifapentine regimens with or without moxifloxacin for tuberculosis"
"1696",32944800,"L2006722206","Efficacy and safety of lipegfilgrastim versus pegfilgrastim in elderly patients with aggressive B cell non-Hodgkin lymphoma (B-NHL): results of the randomized, open-label, non-inferiority AVOID neutropenia study"
"1699",33568467,"L2011891470","Antibody responses to two recombinant treponemal antigens (rp17 and TmpA) before and after azithromycin treatment for yaws in Ghana and Papua New Guinea"
"1700",33740757,"L2011917378","The effect of external ventricular drain tunneling length on CSF infection rate in pediatric patients: A randomized, double-blind, 3-arm controlled trial"
"1701",33956649,"L634981023","Use of antibiotics in COVID-19 ICU patients"
"1702",33904798,"L634896087","The Duration of Antibiotics Prophylaxis at the Time of Catheter Removal after Radical Prostatectomy: Clinically-Integrated, Cluster, Randomized Trial"
"1703",33853806,"L634768334","Multicentre randomised double-blinded placebo-controlled trial of favipiravir in adults with mild COVID-19"
"1704",33852919,"L634809017","A randomized trial of Mycobacterium w in severe presumed Gram-negative sepsis (MIST)"
"1705",32976702,"L2006960724","Simultaneous robotic kidney transplantation and bariatric surgery for morbidly obese patients with end-stage renal failure"
"1706",33484479,"L2010240234","Protocol for probiotic therapy vs placebo for preterm prelabour rupture of membranes to prolong pregnancy duration (Pro-PPROM) trial"
"1707",33360753,"L2010460190","Open Versus Ultrasound Guided Tunneled Central Venous Access in children: A Randomized Controlled Study"
"1711",33710111,"L634556365","The utility of prolonged prophylactic systemic antibiotics (PPSA) for subfascial drains after degenerative spine surgery"
"1713",32949760,"L2010712223","A localized laminar flow device decreases airborne particulates during shoulder arthroplasty: a randomized controlled trial"
"1715",33443079,"L2011250595","A randomized clinical trial of anti⇓IL-6 antibody clazakizumab in late antibody-mediated kidney transplant rejection"
"1716",33574163,"L2011486273","Delayed antibiotic prescription for children with respiratory infections: A randomized trial"
"1717",31165641,"L628175606","The Clinical Utility of Maceration Dressings in the Treatment of Inpatient Hand Infections: An Evaluation of Treatment Outcomes Compared to Standard Care"
"1718",33148981,"L633352333","Antibiotic Prophylaxis for Percutaneous Endoscopic Gastrostomy in Children: A Randomised Controlled Trial"
"1721",33704185,"L2005974952","A randomized controlled trial comparing alloderm-rtu with dermacell in immediate subpectoral implant-based breast reconstruction"
"1722",32880024,"L2006052374","Treatment of community-acquired bacterial brain abscess: a survey among infectious diseases specialists in France, Sweden, Australia, and Denmark"
"1723",33070235,"L2006996176","Intraoperative findings, complications, and short-term results after lumbar microdiscectomy with or without implantation of annular closure device"
"1724",33206257,"L2007324838","Immunoglobulin Replacement Therapy Versus Antibiotic Prophylaxis as Treatment for Incomplete Primary Antibody Deficiency"
"1726",33058795,"L2008460740","Efficacy and safety of cefiderocol or best available therapy for the treatment of serious infections caused by carbapenem-resistant Gram-negative bacteria (CREDIBLE-CR): a randomised, open-label, multicentre, pathogen-focused, descriptive, phase 3 trial"
"1727",33058798,"L2008460757","Cefiderocol versus high-dose, extended-infusion meropenem for the treatment of Gram-negative nosocomial pneumonia (APEKS-NP): a randomised, double-blind, phase 3, non-inferiority trial"
"1729",33606764,"L2011134498","Inhalational versus intravenous maintenance of anesthesia for quality of recovery in patients undergoing corrective lower limb osteotomy: A randomized controlled trial"
"1732",32757963,"L2010721872","Procalcitonin to reduce long-term infection-associated adverse events in sepsis a randomized trial"
"1733",33441702,"L634032181","Addition of probiotics to antibiotics improves the clinical course of pneumonia in young people without comorbidities: a randomized controlled trial"
"1734",32390072,"L2004889400","Economic Evaluation of Senshio(®) (Ospemifene) for the Treatment of Vulvovaginal Atrophy in Scotland"
"1737",33536385,"L2006002209","High body mass index is correlated with the success of Vonoprazan-based second-line therapy for helicobacter pylori infection"
"1738",32106807,"L2006094026","Clinical effectiveness of a high dose versus the standard dose of meropenem in ventilator-associated pneumonia caused by multidrug-resistant bacteria: A randomized, single-blind clinical trial"
"1739",32985780,"L2006800399","Ultraslow full-power shock wave lithotripsy protocol in the management of high attenuation value upper ureteric stones: A randomized comparative study"
"1742",32948472,"L2007854346","Improvements in Antibiotic Appropriateness for Cystitis in Older Nursing Home Residents: A Quality Improvement Study With Randomized Assignment"
"1743",33011099,"L2007978463","Safety and efficacy of lenabasum in a phase 2 randomized, placebo-controlled trial in adults with cystic fibrosis"
"1745",33339609,"L2010379991","Short-term Effects of Alfacalcidol on Hospital Length of Stay in Patients Undergoing Valve Replacement Surgery: A Randomized Clinical Trial"
"1746",32565073,"L2010476898","A single dose of doxycycline after an ixodes ricinus tick bite to prevent Lyme borreliosis: An open-label randomized controlled trial"
"1747",33620016,"L2010562035","Effect of a genetically engineered interferon-alpha versus traditional interferon-alpha in the treatment of moderate-to-severe COVID-19: a randomised clinical trial"
"1748",32855225,"L2010627464","Efficacy and safety of TOBI Podhaler in Pseudomonas aeruginosa-infected bronchiectasis patients: IBEST study"
"1749",33733692,"L2010811630","The role of intraventricular antibiotic therapy in the treatment of ventriculo-peritoneal shunt infection in children"
"1752",33084881,"L633315701","Patient-Reported Outcomes of Robotic vs Laparoscopic Ventral Hernia Repair with Intraperitoneal Mesh: The PROVE-IT Randomized Clinical Trial"
"1754",30885073,"L626964419","The cost-effectiveness of ertapenem for the treatment of chorioamnionitis after cesarean delivery"
"1755",32221809,"L2004583989","Study of ultrasound-guided needle aspiration and catheter drainage in the management of liver abscesses"
"1756",32910434,"L2006128868","Maintenance of Response Through up to 4 Years of Continuous Guselkumab Treatment of Psoriasis in the VOYAGE 2 Phase 3 Study"
"1758",32961589,"L2007000552","Recovery after enhanced versus conventional care laparoscopic hysterectomy performed in the afternoon: A randomized controlled trial"
"1760",33112025,"L2007094998","Optimal Handling of the Patella in Tourniquet-Free Total Knee Arthroplasty: Eversion or Lateral Retraction?"
"1761",33129363,"L2007131305","A Trial of Favipiravir and Hydroxychloroquine combination in Adults Hospitalized with moderate and severe Covid-19: A structured summary of a study protocol for a randomised controlled trial"
"1764",33253391,"L2010890818","Beneficial effects of autologous mesenchymal stem cell transplantation in active progressive multiple sclerosis"
"1766",33243799,"L633518089","Open-label, single-centre, cluster-randomised controlled trial to Evaluate the Potential Impact of Computerisedantimicrobial stewardship (EPIC) on the antimicrobial use after cardiovascular surgeries: EPIC trial study original protocol"
"1768",31773143,"L2010715391","Safety and efficacy of fidaxomicin and vancomycin in children and adolescents with clostridioides (Clostridium) difficile infection: A phase 3, multicenter, randomized, single-blind clinical trial (SUNSHINE)"
"1769",33017106,"L633383264","A randomized trial comparing antibiotics with appendectomy for appendicitis"
"1771",32556960,"L2005253172","Corticosteroids to prevent kidney scarring in children with a febrile urinary tract infection: a randomized trial"
"1775",32947060,"L2007928444","Changing the innate consensus about mesh fixation in trans-abdominal preperitoneal laparoscopic inguinal hernioplasty in adults: Short and long term outcome. Randomized controlled clinical trial"
"1776",33144461,"L2008507596","Negative Pressure Wound Therapy (NPWT) in Groin Wounds after Lymphadenectomy in Vulvar Cancer Patients"
"1777",32747931,"L2010072203","Characterization of Clostridioides difficile isolates recovered from two Phase 3 surotomycin treatment trials by restriction endonuclease analysis, PCR ribotyping and antimicrobial susceptibilities"
"1778",32812039,"L2010072237","Sofosbuvir and daclatasvir compared with standard of care in the treatment of patients admitted to hospital with moderate or severe coronavirus infection (COVID-19): A randomized controlled trial"
"1780",32150521,"L633404184","Multi-Center Prospective Study of Restrictive Post-Operative Antibiotic Treatment of Children with Complicated Appendicitis"
"1782",32413174,"L2004926066","Conservative vs Surgical Treatment of Impacted Femoral Neck Fracture in Patients 75 Years and Older"
"1784",32651711,"L2005537257","Safety of one-stage bilateral total knee arthroplasty —one surgeon sequential vs. two surgeons simultaneous: a randomized controlled study"
"1785",32666240,"L2005566157","Locking compression plate fixation versus intramedullary nailing of humeral shaft fractures: which one is better? A single-centre prospective randomized study"
"1786",32828682,"L2007523199","Does intraoperative penile tourniquet application during hypospadias repair affect the patients and surgeons reported outcomes? A randomized controlled trial"
"1787",32951642,"L2007851376","Three-year functional outcome of transosseous-equivalent double-row vs. single-row repair of small and large rotator cuff tears: a double-blinded randomized controlled trial"
"1793",31871250,"L630347782","Drain in laparoscopic cholecystectomy in acute calculous cholecystitis: A randomised controlled study"
"1799",32997386,"L633075034","Effect of Antibiotics in Preventing Hospitalisations from Respiratory Tract Infections in Children with Down Syndrome"
"1800",32921767,"L2005086632","Respiratory infections in allergic children: The preventive role of a multicomponent nutraceutical"
"1802",32202035,"L2004665678","A randomised trial of caesarean wound coverage: exposed versus dressed"
"1805",32593046,"L2006831682","An open-label, multicentre, randomized comparative study of efficacy, safety and tolerability of the 5 plant - extract BNO 1012 in the Delayed Antibiotic Prescription Method in children, aged 6 to 11years with acute viral and post-viral rhinosinusitis"
"1806",32661006,"L2007571274","A randomized clinical trial of the efficacy and safety of interferon β-1a in treatment of severe COVID-19"
"1811",32807209,"L632604661","A multi-centre open-label two-arm randomised superiority clinical trial of azithromycin versus usual care in ambulatory COVID-19: Study protocol for the ATOMIC2 trial"
"1812",31883370,"L2008419938","Bezlotoxumab for the prevention of recurrent clostridioides difficile infection: 12-month observational data from the randomized Phase III Trial, MODIFY II"
"1813",32267724,"L2010551709","Targeted retreatment of incompletely recovered chronic obstructive pulmonary disease exacerbations with ciprofloxacin a double-blind, randomized, placebo-controlled, multicenter, phase III clinical trial"
"1814",31375873,"L2002380200","Concomitant transobturator tape and anterior colporrhaphy versus transobturator subvesical mesh for cystocele-associated stress urinary incontinence"
"1815",32279106,"L2004612553","A comparison of endoscopic transtympanic myringoplasty and endoscopic type I tympanoplasty for repairing medium- to large-sized tympanic membrane perforation: a randomized clinical trial"
"1818",32720608,"L632475569","Levofloxacin versus ceftriaxone for treatment of acute pyelonephritis in Iranian adults"
"1820",32616026,"L632269850","Single dose versus 24 h antibiotic prophylaxis in reduction mammaplasty: Study protocol for a randomized controlled trial"
"1821",31758324,"L2003719825","Effects of a nutrition intervention on acute and late bowel symptoms and health-related quality of life up to 24 months post radiotherapy in patients with prostate cancer: a multicentre randomised controlled trial"
"1822",31983658,"L2004694098","Efficacy and safety of ataluren in patients with nonsense-mutation cystic fibrosis not receiving chronic inhaled aminoglycosides: The international, randomized, double-blind, placebo-controlled Ataluren Confirmatory Trial in Cystic Fibrosis (ACT CF)"
"1824",32065485,"L2005521163","Efficacy of chlorhexidine patches on central line-associated bloodstream infections in children"
"1826",32205769,"L631333440","Do Antibiotics Reduce the Incidence of Infections After Percutaneous Endoscopic Gastrostomy Placement in Children?"
"1828",32101065,"L632357194","A Comparison of the Relative Safety and Efficacy of Laparoscopic Choledochotomy with Primary Closure and Endoscopic Treatment for Bile Duct Stones in Patients with Cholelithiasis"
"1833",32539786,"L632081799","Prevention of severe infectious complications after colorectal surgery using oral non-absorbable antimicrobial prophylaxis: Results of a multicenter randomized placebo-controlled clinical trial"
"1834",32503620,"L632000940","Adding Colchicine to the Antiretroviral Medication - Lopinavir/Ritonavir (Kaletra) in Hospitalized Patients with Non-Severe Covid-19 Pneumonia: A Structured Summary of a Study Protocol for a Randomized Controlled Trial"
"1835",32493407,"L632000806","A multi-centre, pragmatic, three-arm, individually randomised, non-inferiority, open trial to compare immediate orally administered, immediate topically administered or delayed orally administered antibiotics for acute otitis media with discharge in children: The Runny Ear Study (REST): Study protocol"
"1837",31916648,"L2004056521","The beneficial health effects of Nigella sativa on Helicobacter pylori eradication, dyspepsia symptoms, and quality of life in infected patients: A pilot study"
"1838",32449530,"L2005096332","Cranberries after pelvic floor surgery for urinary tract infection prophylaxis: A randomized controlled trial"
"1839",32179149,"L2005654721","Greater optimisation of pharmacokinetic/pharmacodynamic parameters through a loading dose of intravenous colistin in paediatric patients"
"1841",31541242,"L2008419867","Effect of oral oseltamivir on virological outcomes in low-risk adults with influenza: A randomized clinical trial"
"1842",31945300,"L2010551700","Early bactericidal activity of different isoniazid doses for drug-resistant tuberculosis (INHindsight): A randomized, open-label clinical trial"
"1844",32487213,"L631990091","The value of post-operative antibiotic therapy after laparoscopic appendectomy for complicated acute appendicitis: A prospective, randomized, double-blinded, placebo-controlled phase III study (ABAP study)"
"1849",32460818,"L631880888","Early switch from intravenous to oral antibiotic therapy in patients with cancer who have low-risk neutropenic sepsis (the EASI-SWITCH trial): Study protocol for a randomised controlled trial"
"1850",32402161,"L632138436","Randomized trial of lactin-V to prevent recurrence of bacterial vaginosis"
"1854",32380069,"L2005749045","Efficacy and safety of azithromycin maintenance therapy in primary ciliary dyskinesia (BESTCILIA): a multicentre, double-blind, randomised, placebo-controlled phase 3 trial"
"1861",32242398,"L2007140838","Efficacy and safety of the Qiguiyin formula in severe pneumonia: study protocol for a randomized, double-blind, placebo-controlled clinical trial"
"1864",31758571,"L2003817497","Sequential Helicobacter pylori eradication therapy in Myanmar; a randomized clinical trial of efficacy and tolerability"
"1865",31982170,"L2004682722","Evaluation of the efficacy of postoperative antibiotic treatment in transoral endoscopic thyroidectomy: a prospective randomised controlled trial"
"1866",32066534,"L2005439778","Xpert MTB/RIF Ultra and Xpert MTB/RIF for diagnosis of tuberculosis in an HIV-endemic setting with a high burden of previous tuberculosis: a two-cohort diagnostic accuracy study"
"1869",31977270,"L2005693310","D-index–guided early antifungal therapy versus empiric antifungal therapy for persistent febrile neutropenia: A randomized controlled noninferiority trial"
"1871",31836930,"L2003867562","Effects of vedolizumab in Japanese patients with Crohn’s disease: a prospective, multicenter, randomized, placebo-controlled Phase 3 trial with exploratory analyses"
"1872",31928864,"L2004553987","An Exploration of the Application of Noninvasive Cerebellar Stimulation in the Neuro-rehabilitation of Dysphagia after Stroke (EXCITES) Protocol"
"1873",31740428,"L2004783303","A physician-initiated double-blind, randomised, placebo-controlled, phase 2 study evaluating the efficacy and safety of inhibition of NADPH oxidase with the first-in-class Nox-1/4 inhibitor, GKT137831, in adults with type 1 diabetes and persistently elevated urinary albumin excretion: Protocol and statistical considerations"
"1874",32032651,"L2004929825","Microbiological profile of nosocomial infections following cardiac arrest: Insights from the targeted temperature management (TTM) trial"
"1875",31866328,"L2005054130","Inhaled amikacin adjunctive to intravenous standard-of-care antibiotics in mechanically ventilated patients with Gram-negative pneumonia (INHALE): a double-blind, randomised, placebo-controlled, phase 3, superiority trial"
"1877",31821452,"L631188801","Increased risk of acquisition and transmission of ESBL-producing Enterobacteriaceae in malnourished children exposed to amoxicillin"
"1878",31989843,"L631335204","Safety and Efficacy of Emergency Ureteroscopy with Intracorporeal Lithotripsy in Patients Presented with Urinary Tract Infection with Mild Sepsis"
"1881",32028985,"L630858572","Short postsurgical antibiotic therapy for spinal infections: Protocol of prospective, randomized, unblinded, noninferiority trials (SASI trials)"
"1887",31855922,"L630332019","Laparoscopic Lavage Versus Aspiration Alone in Perforated Acute Appendicitis: A Prospective Randomized Controlled Study"
"1890",31915048,"L630520287","Optimization of the antibiotic management of diabetic foot infections: Protocol for two randomized controlled trials"
"1892",31583943,"L2003475621","Neutropenic complications in the PANTHER phase III study of adjuvant tailored dose-dense chemotherapy in early breast cancer"
"1893",31359499,"L2002592344","Atorvastatin in combination with conventional antimicrobial treatment of Helicobacter pylori eradication: A randomized controlled clinical trial"
"1894",31506919,"L2003447387","Combined epidural-general anaesthesia vs general anaesthesia in neonatal gastrointestinal surgery: A randomized controlled trial"
"1897",32779416,"L2004887109","Bee product efficacy in children with upper respiratory tract infections"
"1898",32130261,"L2005140980","Meropenem vs standard of care for treatment of neonatal late onset sepsis (NeoMero1): A randomised controlled trial"
