,relevent,dur_trial,reason_exclude,Comments,short_dur,long_dur,fu_period,PMID,title,,,,,,,,,,,,,,,,,
375,0,1,Resistance during f/u not included,,NA,NA,NA,19926166,Routine antibiotic use in preterm neonates: a randomised controlled trial,,,,,,,,,,,,,,,,,
376,0,1,Resistance during f/u not included,,NA,NA,NA,19996339,Treatment of early Pseudomonas aeruginosa infection in patients with cystic fibrosis: the ELITE trial,,,,,,,,,,,,,,,,,
378,0,1,Resistance during f/u not included,,NA,NA,NA,20014118,Minocycline 1-year therapy in multiple-system-atrophy: Effect on clinical symptoms and [(11)C] (R)-PK11195 PET (MEMSA-trial),,,,,,,,,,,,,,,,,
379,0,1,Resistance during f/u not included,,NA,NA,NA,20015788,A randomized prospective study of oral levofloxacin vs intravenous flomoxef prophylaxis in postoperative infection after endoscopic sinus surgery,,,,,,,,,,,,,,,,,
385,0,1,Resistance during f/u not included,,NA,NA,NA,20139214,Effectiveness of five different approaches in management of urinary tract infection: randomised controlled trial,,,,,,,,,,,,,,,,,
386,0,1,Resistance during f/u not included,,NA,NA,NA,20173715,"Efficacy and safety comparison of two amoxicillin administration schedules after third molar removal. A randomized, double-blind and controlled clinical trial",,,,,,,,,,,,,,,,,
387,0,1,Resistance during f/u not included,,NA,NA,NA,20185423,Procalcitonin guidance and reduction of antibiotic use in acute respiratory tract infection,,,,,,,,,,,,,,,,,
388,0,1,Resistance during f/u not included,,NA,NA,NA,20185560,Ten days vs. 14 days antibiotic therapy in culture-proven neonatal sepsis,,,,,,,,,,,,,,,,,
393,0,1,Resistance during f/u not included,,NA,NA,NA,20332194,Comparison of 48 h and 72 h of prophylactic antibiotic therapy in adult cardiac surgery: a randomized double blind controlled trial,,,,,,,,,,,,,,,,,
396,0,1,Resistance during f/u not included,,NA,NA,NA,20412178,Prevention of travelers' diarrhea with rifaximin in US travelers to Mexico,,,,,,,,,,,,,,,,,
404,0,1,Resistance during f/u not included,,NA,NA,NA,20570319,One week of nitrofurantoin before percutaneous nephrolithotomy significantly reduces upper tract infection and urosepsis: a prospective controlled study,,,,,,,,,,,,,,,,,
410,0,1,Resistance during f/u not included,,NA,NA,NA,20655559,"Optimal duration of prophylactic antibiotic administration for elective colon cancer surgery: A randomized, clinical trial",,,,,,,,,,,,,,,,,
413,0,1,Resistance during f/u not included,,NA,NA,NA,20842069,"Short- versus long-term antimicrobial treatment for acute hematogenous osteomyelitis of childhood: prospective, randomized trial on 131 culture-positive cases",,,,,,,,,,,,,,,,,
416,0,1,Resistance during f/u not included,,NA,NA,NA,20876410,Unintended effects of a computerized physician order entry nearly hard-stop alert to prevent a drug interaction: a randomized controlled trial,,,,,,,,,,,,,,,,,
418,0,1,Resistance during f/u not included,,NA,NA,NA,20972299,"Short course versus 7-day course of intravenous antibiotics for probable neonatal septicemia: A pilot, open-label, randomized controlled trial",,,,,,,,,,,,,,,,,
420,0,1,Resistance during f/u not included,,NA,NA,NA,21123162,Metronidazole 1.5 gram dose for 7 or 14 days in the treatment of patients with chronic prostatitis caused by Trichomonas vaginalis: A randomized study,,,,,,,,,,,,,,,,,
422,0,1,Resistance during f/u not included,,NA,NA,NA,21143869,Neonatal Procalcitonin Intervention Study (NeoPInS): Effect of Procalcitonin-guided decision making on duration of antibiotic therapy in suspected neonatal early-onset sepsis: A multi-centre randomized superiority and non-inferiority Intervention Study,,,,,,,,,,,,,,,,,
423,0,1,Resistance during f/u not included,,NA,NA,NA,21178422,Guidance of antibiotic therapy with procalcitonin in lower respiratory tract infections: insights into the ProHOSP study,,,,,,,,,,,,,,,,,
425,0,1,Resistance during f/u not included,,NA,NA,NA,21209531,Comparison of single versus multiple doses of antibiotic prophylaxis in reducing post-elective caesarean section infectious morbidity,,,,,,,,,,,,,,,,,
427,0,1,Resistance during f/u not included,,NA,NA,NA,21259031,Prospective randomized evaluation of prophylactic antibiotic usage in patients undergoing tension free inguinal hernioplasty,,,,,,,,,,,,,,,,,
428,0,1,Resistance during f/u not included,,NA,NA,NA,21267804,[Perioperative antibiotic prophylaxis in radical retropubic prostatectomy: a randomised pilot study of perioperative and postoperative administration],,,,,,,,,,,,,,,,,
433,0,1,Resistance during f/u not included,,NA,NA,NA,21439514,Efficacy and safety of tigecycline monotherapy compared with vancomycin-aztreonam in the treatment of complicated skin and skin structure infections in patients from India and Taiwan,,,,,,,,,,,,,,,,,
434,0,1,Resistance during f/u not included,,NA,NA,NA,21507143,Procalcitonin guidance for reduction of antibiotic use in low-risk outpatients with community-acquired pneumonia,,,,,,,,,,,,,,,,,
436,0,1,Resistance during f/u not included,,NA,NA,NA,21531174,"Gatifloxacin versus chloramphenicol for uncomplicated enteric fever: an open-label, randomised, controlled trial",,,,,,,,,,,,,,,,,
438,0,1,Resistance during f/u not included,,NA,NA,NA,21620467,5 versus 10 days of treatment with ceftriaxone for bacterial meningitis in children: a double-blind randomised equivalence study,,,,,,,,,,,,,,,,,
440,0,1,Resistance during f/u not included,,NA,NA,NA,21751181,Randomized clinical trial of perioperative selective decontamination of the digestive tract versus placebo in elective gastrointestinal surgery,,,,,,,,,,,,,,,,,
443,0,1,Resistance during f/u not included,,NA,NA,NA,21871782,"Are postoperative intravenous antibiotics necessary after bimaxillary orthognathic surgery? A prospective, randomized, double-blind, placebo-controlled clinical trial",,,,,,,,,,,,,,,,,
445,0,1,Resistance during f/u not included,,NA,NA,NA,21928096,Prophylactic antibiotic use in elective inguinal hernioplasty in a trauma center,,,,,,,,,,,,,,,,,
446,0,1,Resistance during f/u not included,,NA,NA,NA,21959024,Procalcitonin measurements for guiding antibiotic treatment in pediatric pneumonia,,,,,,,,,,,,,,,,,
448,0,1,Resistance during f/u not included,,NA,NA,NA,21982465,Prospective randomized study of efficacy of 1-day versus 3-day antibiotic prophylaxis for preventing surgical site infection after coronary artery bypass graft,,,,,,,,,,,,,,,,,
453,0,1,Resistance during f/u not included,,NA,NA,NA,22068326,Pharmacist interventions on antibiotic use in inpatients with respiratory tract infections in a Chinese hospital,,,,,,,,,,,,,,,,,
455,0,1,Resistance during f/u not included,,NA,NA,NA,22155172,Rifaximin-extended intestinal release induces remission in patients with moderately active crohn's disease,,,,,,,,,,,,,,,,,
458,0,1,Resistance during f/u not included,,NA,NA,NA,22271702,First-day step-down to oral outpatient treatment versus continued standard treatment in children with cancer and low-risk fever in neutropenia. A randomized controlled trial within the multicenter SPOG 2003 FN study,,,,,,,,,,,,,,,,,
459,0,1,Resistance during f/u not included,,NA,NA,NA,22289552,Effectiveness and safety of patient-initiated single-dose versus continuous low-dose antibiotic prophylaxis for recurrent urinary tract infections in postmenopausal women: A randomized controlled study,,,,,,,,,,,,,,,,,
463,0,1,Resistance during f/u not included,,NA,NA,NA,22421690,Periodical antibiotic treatment for the control of gonococcal and chlamydial infections among sex workers in Benin and Ghana: a cluster-randomized placebo-controlled trial,,,,,,,,,,,,,,,,,
465,0,1,Resistance during f/u not included,,NA,NA,NA,22485232,Procalcitonin is a good tool to guide duration of antibiotic therapy in patients with severe acute pancreatitis. A randomized prospective single-center controlled trial,,,,,,,,,,,,,,,,,
466,0,1,Resistance during f/u not included,,NA,NA,NA,22555328,[5 days Cefaclor vs. 10 days amoxicillin/clavulanate in the treatment of childhood streptococcal pharyngitis. Data from a randomized clinical trial],,,,,,,,,,,,,,,,,
468,0,1,Resistance during f/u not included,,NA,NA,NA,22572418,Once weekly azithromycin in secondary prevention of rheumatic fever,,,,,,,,,,,,,,,,,
471,0,1,Resistance during f/u not included,,NA,NA,NA,22726802,"Ciprofloxacin for 7 days versus 14 days in women with acute pyelonephritis: a randomised, open-label and double-blind, placebo-controlled, non-inferiority trial",,,,,,,,,,,,,,,,,
472,0,1,Resistance during f/u not included,,NA,NA,NA,22732747,Effect of a 3-step critical pathway to reduce duration of intravenous antibiotic therapy and length of stay in community-acquired pneumonia: a randomized controlled trial,,,,,,,,,,,,,,,,,
475,0,1,Resistance during f/u not included,Resported isolates from before and after treatment together in table 5,NA,NA,NA,22760341,Comparison of clinical efficacy between 3-day combined clavulanate/ amoxicillin preparation treatment and 10-day amoxicillin treatment in children with pharyngolaryngitis or tonsillitis,,,,,,,,,,,,,,,,,
478,0,1,Resistance during f/u not included,,NA,NA,NA,23010339,A pilot randomised controlled trial in intensive care patients comparing 7 days' treatment with empirical antibiotics with 2 days' treatment for hospital-acquired infection of unknown origin,,,,,,,,,,,,,,,,,
479,0,1,Resistance during f/u not included,,NA,NA,NA,23018904,Ciprofloxacin dry powder for inhalation in non-cystic fibrosis bronchiectasis: A phase II randomised study,,,,,,,,,,,,,,,,,
481,0,1,Resistance during f/u not included,"Cultures were obtained from the remote-infection sites in 6 patients. The bacteria isolated were methicillin-resistant Staphylococcus aureus (1 in the single-dose group, 1 in the multiple-dose group), Pseudomonas aeruginosa (1 in the multiple-dose group),",1 dose,3 days,30 days,23102084,A prospective randomized study to assess the optimal duration of intravenous antimicrobial prophylaxis in elective gastric cancer surgery,,,,,,,,,,,,,,,,,
485,0,1,Resistance during f/u not included,,NA,NA,NA,23265995,"Amoxicillin for acute lower-respiratory-tract infection in primary care when pneumonia is not suspected: a 12-country, randomised, placebo-controlled trial",,,,,,,,,,,,,,,,,
486,0,1,Resistance during f/u not included,,NA,NA,NA,23319889,Comparison of infection and urosepsis rates of ciprofloxacin and ceftriaxone prophylaxis before percutaneous nephrolithotomy: a prospective and randomised study,,,,,,,,,,,,,,,,,
493,0,1,Resistance during f/u not included,,NA,NA,NA,23511031,"Ciprofloxacin for the prevention of postoperative recurrence in patients with crohn's disease: A randomized, double-blind, placebo-controlled pilot study",,,,,,,,,,,,,,,,,
494,0,1,Resistance during f/u not included,,NA,NA,NA,23590389,Stop Antibiotics on guidance of Procalcitonin Study (SAPS): a randomised prospective multicenter investigator-initiated trial to analyse whether daily measurements of procalcitonin versus a standard-of-care approach can safely shorten antibiotic duration ,,,,,,,,,,,,,,,,,
495,0,1,Resistance during f/u not included,,NA,NA,NA,23611930,Antibiotic prophylaxis for urinary tract infection after midurethral sling: A randomized controlled trial,,,,,,,,,,,,,,,,,
496,0,1,Resistance during f/u not included,,NA,NA,NA,23631512,T.E.A. Study: three-day ertapenem versus three-day Ampicillin-Sulbactam,,,,,,,,,,,,,,,,,
498,0,1,Resistance during f/u not included,,NA,NA,NA,23714268,Effects of long-term azithromycin therapy on airway oxidative stress markers in non-cystic fibrosis bronchiectasis,,,,,,,,,,,,,,,,,
501,0,1,Resistance during f/u not included,,NA,NA,NA,23936304,Procalcitonin guidance to reduce antibiotic treatment of lower respiratory tract infection in children and adolescents (ProPAED): a randomized controlled trial,,,,,,,,,,,,,,,,,
502,0,1,Resistance during f/u not included,,NA,NA,NA,23989106,"Short-course antibiotic treatment for community-acquired alveolar pneumonia in ambulatory children: a double-blind, randomized, placebo-controlled trial",,,,,,,,,,,,,,,,,
505,0,1,Resistance during f/u not included,,NA,NA,NA,24035770,Short versus long course of antibiotics for catheter-associated urinary tract infections in patients with spinal cord injury: A randomized controlled noninferiority trial,,,,,,,,,,,,,,,,,
506,0,1,Resistance during f/u not included,,NA,NA,NA,24086334,"A single dose of azithromycin does not improve clinical outcomes of children hospitalised with bronchiolitis: a randomised, placebo-controlled trial",,,,,,,,,,,,,,,,,
507,0,1,Resistance during f/u not included,,NA,NA,NA,24097128,Efficacy of anti-inflammatory or antibiotic treatment in patients with non-complicated acute bronchitis and discoloured sputum: randomised placebo controlled trial,,,,,,,,,,,,,,,,,
508,0,1,Resistance during f/u not included,,NA,NA,NA,24114306,Clinical score and rapid antigen detection test to guide antibiotic use for sore throats: randomised controlled trial of PRISM (primary care streptococcal management),,,,,,,,,,,,,,,,,
517,0,1,Resistance during f/u not included,,NA,NA,NA,24567620,Amoxicillin for acute lower respiratory tract infection in primary care: subgroup analysis of potential high-risk groups,,,,,,,,,,,,,,,,,
518,0,1,Resistance during f/u not included,,NA,NA,NA,24574052,"Clinical and microbiological effects of levofloxacin in the treatment of chronic periodontitis: a randomized, placebo-controlled clinical trial",,,,,,,,,,,,,,,,,
519,0,1,Resistance during f/u not included,,NA,NA,NA,24603565,"Delayed antibiotic prescribing strategies for respiratory tract infections in primary care: pragmatic, factorial, randomised controlled trial",,,,,,,,,,,,,,,,,
522,0,1,Resistance during f/u not included,,NA,NA,NA,24679865,"Pilot randomized, placebo controlled trial to investigate the effect of antibiotic prophylaxis on the rate of urinary tract infection in infants with prenatal hydronephrosis",,,,,,,,,,,,,,,,,
524,0,1,Resistance during f/u not included,,NA,NA,NA,24777901,Impact of implementation of a novel antimicrobial stewardship tool on antibiotic use in nursing homes: A prospective cluster randomized control pilot study,,,,,,,,,,,,,,,,,
525,0,1,Resistance during f/u not included,,NA,NA,NA,24909499,"Tedizolid for 6 days versus linezolid for 10 days for acute bacterial skin and skin-structure infections (ESTABLISH-2): a randomised, double-blind, phase 3, non-inferiority trial",,,,,,,,,,,,,,,,,
526,0,1,Resistance during f/u not included,"During ICU stay, superinfection episodes requiring antibiotics were identified in 16 (27 %) patients in the de-escalation group and six (11 %) patients in the continuation group (P = 0.03). This was related to the same bacteria in seven (44 %) of the 16 e",NA (deescalation),NA (deescalation),28,25091790,De-escalation versus continuation of empirical antimicrobial treatment in severe sepsis: a multicenter non-blinded randomized noninferiority trial,,,,,,,,,,,,,,,,,
529,0,1,Resistance during f/u not included,,NA,NA,NA,25263498,"Single-dose compared with multiple day antibiotic prophylaxis for cesarean section in low-resource settings, a randomized controlled, noninferiority trial",,,,,,,,,,,,,,,,,
531,0,1,Resistance during f/u not included,,NA,NA,NA,25294250,Single-dose oritavancin versus 7-10 days of vancomycin in the treatment of gram-positive acute bacterial skin and skin structure infections: the SOLO II noninferiority study,,,,,,,,,,,,,,,,,
534,0,1,Resistance during f/u not included,,NA,NA,NA,25331236,Antibiotic prophylaxis for transrectal prostate biopsy: a comparison of one-day and five-day regimen,,,,,,,,,,,,,,,,,
535,0,1,Resistance during f/u not included,,NA,NA,NA,25345982,"Targeting of rifamycin SV to the colon for treatment of travelers' diarrhea: a randomized, double-blind, placebo-controlled phase 3 study",,,,,,,,,,,,,,,,,
536,0,1,Resistance during f/u not included,,NA,NA,NA,25414157,Six-week versus twelve-week antibiotic therapy for nonsurgically treated diabetic foot osteomyelitis: a multicenter open-label controlled randomized study,,,,,,,,,,,,,,,,,
546,0,1,Resistance during f/u not included,,NA,NA,NA,25658564,Postprescription review improves in-hospital antibiotic use: a multicenter randomized controlled trial,,,,,,,,,,,,,,,,,
547,0,1,Resistance during f/u not included,,NA,NA,NA,25681965,Evaluation of duration of antibiotic therapy in neonatal bacterial meningitis: a randomized controlled trial,,,,,,,,,,,,,,,,,
548,0,1,Resistance during f/u not included,,NA,NA,NA,25682579,The use of prophylactic antibiotics in treatment of fingertip amputation: A randomized prospective trial,,,,,,,,,,,,,,,,,
550,0,1,Resistance during f/u not included,,NA,NA,NA,25760346,Antibiotic treatment of severe exacerbations of chronic obstructive pulmonary disease with procalcitonin: a randomized noninferiority trial,,,,,,,,,,,,,,,,,
554,0,1,Resistance during f/u not included,,NA,NA,NA,25841891,Safety and efficacy of alternative antibiotic regimens compared with 7 day injectable procaine benzylpenicillin and gentamicin for outpatient treatment of neonates and young infants with clinical signs of severe infection when referral is not possible: A ,,,,,,,,,,,,,,,,,
558,0,1,Resistance during f/u not included,,NA,NA,NA,25912854,Antibiotic Treatment and Surgery for Acute Hematogenous Calcaneal Osteomyelitis of Childhood,,,,,,,,,,,,,,,,,
559,0,1,Resistance during f/u not included,,NA,NA,NA,25934044,Procalcitonin and pyuria-based algorithm reduces antibiotic use in urinary tract infections: a randomized controlled trial,,,,,,,,,,,,,,,,,
562,0,1,Resistance during f/u not included,,NA,NA,NA,26085531,Appropriateness of Twenty-four-Hour Antibiotic Prophylaxis After Spinal Surgery in Which a Drain Is Utilized: A Prospective Randomized Study,,,,,,,,,,,,,,,,,
563,0,1,Resistance during f/u not included,,NA,NA,NA,26114347,The efficacy of prophylactic antibiotics in the management of children with kerosene-associated pneumonitis: A double-blind randomised controlled trial,,,,,,,,,,,,,,,,,
564,0,1,Resistance during f/u not included,,NA,NA,NA,26125945,Orally Administered Trimethoprim-Sulfamethoxazole and Metronidazole as Infection Prophylaxis in Elective Colorectal Surgery,,,,,,,,,,,,,,,,,
565,0,1,Resistance during f/u not included,,NA,NA,NA,26197846,Randomized Trial of Rapid Multiplex Polymerase Chain Reaction-Based Blood Culture Identification and Susceptibility Testing,,,,,,,,,,,,,,,,,
566,0,1,Resistance during f/u not included,,NA,NA,NA,26248828,Can We Stop Antibiotic Therapy When Signs and Symptoms Have Resolved in Diabetic Foot Infection Patients?,,,,,,,,,,,,,,,,,
570,0,1,Resistance during f/u not included,,NA,NA,NA,26288467,Comparative evaluation of 2 g single dose versus conventional dose azithromycin in uncomplicated skin and skin structure infections,,,,,,,,,,,,,,,,,
572,0,1,Resistance during f/u not included,,NA,NA,NA,26349552,Combination of Vancomycin and _-Lactam Therapy for Methicillin-Resistant Staphylococcus aureus Bacteremia: A Pilot Multicenter Randomized Controlled Trial,,,,,,,,,,,,,,,,,
577,0,1,Resistance during f/u not included,,,,,26637580,Long-term postoperative azithromycin in patients with chronic rhinosinusitis: A randomized clinical trial,,,,,,,,,,,,,,,,,
578,0,1,Resistance during f/u not included,,NA,NA,NA,26695667,[Value of serum procalcitonin for the guidance of antibiotic therapy in children with lower respiratory tract infection],,,,,,,,,,,,,,,,,
579,0,1,Resistance during f/u not included,,NA,NA,NA,26698878,Ibuprofen versus fosfomycin for uncomplicated urinary tract infection in women: Randomised controlled trial,,,,,,,,,,,,,,,,,
580,0,1,Resistance during f/u not included,,NA,NA,NA,26704020,"Azithromycin for episodes with asthma-like symptoms in young children aged 1-3 years: a randomised, double-blind, placebo-controlled trial",,,,,,,,,,,,,,,,,
581,0,1,Resistance during f/u not included,,NA,NA,NA,26719947,Prescription Strategies in Acute Uncomplicated Respiratory Infections: A Randomized Clinical Trial,,,,,,,,,,,,,,,,,
583,0,1,Resistance during f/u not included,,NA,NA,NA,26847071,Role of oral Minocycline in acute encephalitis syndrome in India - a randomized controlled trial,,,,,,,,,,,,,,,,,
586,0,1,Resistance during f/u not included,,NA,NA,NA,26945767,Efficacy of postoperative antibiotic injection in and around ventriculoperitoneal shunt in reduction of shunt infection: A randomized controlled trial,,,,,,,,,,,,,,,,,
587,0,1,Resistance during f/u not included,"we did not collect data for antibiotic resistance and, therefore, we are unaware of the appropriateness of the empirical antibiotic strategy",NA,NA,NA,26947523,"Efficacy and safety of procalcitonin guidance in reducing the duration of antibiotic treatment in critically ill patients: a randomised, controlled, open-label trial",,,,,,,,,,,,,,,,,
589,0,1,Resistance during f/u not included,,NA,NA,NA,26968881,"Metronidazole in conjunction with penicillin neither prevents recurrence nor enhances recovery from peritonsillar abscess when compared with penicillin alone: a prospective, double-blind, randomized, placebo-controlled trial",,,,,,,,,,,,,,,,,
592,0,1,Resistance during f/u not included,,NA,NA,NA,27055257,A New Approach to the Treatment of Uncomplicated Cystitis: Results of a Randomized Placebo-Controlled Clinical Trial,,,,,,,,,,,,,,,,,
593,0,1,Resistance during f/u not included,,NA,NA,NA,27062334,"Prospective open-label randomized comparative, non-inferiority study of two initial antibiotic strategies for patients with nursing- and healthcare-associated pneumonia: Guideline-concordant therapy versus empiric therapy",,,,,,,,,,,,,,,,,
594,0,1,Resistance during f/u not included,,NA,NA,NA,27078119,"A Multicenter, Randomized, Observer-blinded, Active-controlled Study Evaluating the Safety and Effectiveness of Ceftaroline Compared With Ceftriaxone Plus Vancomycin in Pediatric Patients With Complicated Community-acquired Bacterial Pneumonia",,,,,,,,,,,,,,,,,
596,0,1,Resistance during f/u not included,,NA,NA,NA,27106640,Are Prophylactic Postoperative Antibiotics Necessary for Immediate Breast Reconstruction? Results of a Prospective Randomized Clinical Trial,,,,,,,,,,,,,,,,,
599,0,1,Resistance during f/u not included,,NA,NA,NA,27382274,Point-of-care procalcitonin test to reduce antibiotic exposure in patients hospitalized with acute exacerbation of COPD,,,,,,,,,,,,,,,,,
600,0,1,Resistance during f/u not included,,NA,NA,NA,27455166,Duration of Antibiotic Treatment in Community-Acquired Pneumonia: A Multicenter Randomized Clinical Trial,,,,,,,,,,,,,,,,,
601,0,1,Resistance during f/u not included,,NA,NA,NA,27492064,"Unblinded randomized control trial on prophylactic antibiotic use in gustilo II open tibia fractures at Kenyatta National Hospital, Kenya",,,,,,,,,,,,,,,,,
602,0,1,Resistance during f/u not included,,NA,NA,NA,27524103,Short- versus long-duration levofloxacin plus rifampicin for acute staphylococcal prosthetic joint infection managed with implant retention: a randomised clinical trial,,,,,,,,,,,,,,,,,
604,0,1,Resistance during f/u not included,,NA,NA,NA,27528177,Repeat Treatment With Rifaximin Is Safe and Effective in Patients With Diarrhea-Predominant Irritable Bowel Syndrome,,,,,,,,,,,,,,,,,
606,0,1,Resistance during f/u not included,,NA,NA,NA,27653939,Azithromycin for acute exacerbations of asthma: The AZALEA randomized clinical trial,,,,,,,,,,,,,,,,,
607,0,1,Resistance during f/u not included,,NA,NA,NA,27759623,Duration of Antimicrobial Prophylaxis in Patients Undergoing Major Hepatectomy With Extrahepatic Bile Duct Resection: A Randomized Controlled Trial,,,,,,,,,,,,,,,,,
608,0,1,Resistance during f/u not included,,NA,NA,NA,27789268,"Prevalence of Surgical Site Infections Following Orthognathic Surgery: A Double-Blind, Randomized Controlled Trial on a 3-Day Versus 1-Day Postoperative Antibiotic Regimen",,,,,,,,,,,,,,,,,
609,0,1,Resistance during f/u not included,,NA,NA,NA,27893820,"Azithromycin vs. Placebo for the Clinical Outcome in Campylobacter concisus Diarrhoea in Adults: A Randomized, Double-Blinded, Placebo-Controlled Clinical Trial",,,,,,,,,,,,,,,,,
611,0,1,Resistance during f/u not included,,NA,NA,NA,27974169,Antibiotics-First Versus Surgery for Appendicitis: A US Pilot Randomized Controlled Trial Allowing Outpatient Antibiotic Management,,,,,,,,,,,,,,,,,
612,0,1,Resistance during f/u not included,,NA,NA,NA,27987397,Prophylactic versus clinically-driven antibiotics in comatose survivors of out-of-hospital cardiac arrest-A randomized pilot study,,,,,,,,,,,,,,,,,
614,0,1,Resistance during f/u not included,,NA,NA,NA,28076247,5-Day versus 10-day course of fluoroquinolones in outpatient males with a urinary tract infection (UTI),,,,,,,,,,,,,,,,,
616,0,1,Resistance during f/u not included,,NA,NA,NA,28219190,Efficacy and safety of procalcitonin guidance in reducing the duration of antibiotic treatment of sepsis patients,,,,,,,,,,,,,,,,,
620,0,1,Resistance during f/u not included,,NA,NA,NA,28283830,Is 5 days of oral fluoroquinolone enough for acute uncomplicated pyelonephritis? The DTP randomized trial,,,,,,,,,,,,,,,,,
622,0,1,Resistance during f/u not included,,NA,NA,NA,28366170,"Treatment duration of febrile urinary tract infection: a pragmatic randomized, double-blind, placebo-controlled non-inferiority trial in men and women",,,,,,,,,,,,,,,,,
623,0,1,Resistance during f/u not included,,NA,NA,NA,28398692,Seven versus 10 days antibiotic therapy for culture-proven neonatal sepsis: A randomised controlled trial,,,,,,,,,,,,,,,,,
628,0,1,Resistance during f/u not included,,NA,NA,NA,28624819,A Randomized Trial of Antimicrobial Prophylaxis in Patients Undergoing Medical Thoracoscopy (APT),,,,,,,,,,,,,,,,,
630,0,1,Resistance during f/u not included,,NA,NA,NA,28657870,A placebo-controlled trial of antibiotics for smaller skin abscesses,,,,,,,,,,,,,,,,,
631,0,1,Resistance during f/u not included,,NA,NA,NA,28666965,Individualizing duration of antibiotic therapy in community-acquired pneumonia,,,,,,,,,,,,,,,,,
633,0,1,Resistance during f/u not included,,NA,NA,NA,28711318,"Procalcitonin-guided decision making for duration of antibiotic therapy in neonates with suspected early-onset sepsis: a multicentre, randomised controlled trial (NeoPIns)",,,,,,,,,,,,,,,,,
636,0,1,Resistance during f/u not included,,NA,NA,NA,28925502,Randomized clinical trial of antibiotic therapy for uncomplicated appendicitis,,,,,,,,,,,,,,,,,
638,0,1,Resistance during f/u not included,,NA,NA,NA,29064884,Efficacy of Preoperative Oral Antibiotic Prophylaxis for the Prevention of Surgical Site Infections in Patients with Crohn Disease: A Randomized Controlled Trial,,,,,,,,,,,,,,,,,
639,0,1,Resistance during f/u not included,,NA,NA,NA,29112565,"A Randomized Control Trial of Preoperative Oral Antibiotics as Adjunct Therapy to Systemic Antibiotics for Preventing Surgical Site Infection in Clean Contaminated, Contaminated, and Dirty Type of Colorectal Surgeries",,,,,,,,,,,,,,,,,
641,0,1,Resistance during f/u not included,,NA,NA,NA,29153975,"Optimisation of empirical antimicrobial therapy in patients with haematological malignancies and febrile neutropenia (How Long study): an open-label, randomised, controlled phase 4 trial",,,,,,,,,,,,,,,,,
643,0,1,Resistance during f/u not included,,NA,NA,NA,29339395,Explorative Randomized Phase II Clinical Study of the Efficacy and Safety of Finafloxacin versus Ciprofloxacin for Treatment of Complicated Urinary Tract Infections,,,,,,,,,,,,,,,,,
644,0,1,Resistance during f/u not included,,NA,NA,NA,29358292,Single Intravenous Dose of Oritavancin for Treatment of Acute Skin and Skin Structure Infections Caused by Gram-Positive Bacteria: Summary of Safety Analysis from the Phase 3 SOLO Studies,,,,,,,,,,,,,,,,,
649,0,1,Resistance during f/u not included,,NA,NA,NA,29663044,Procalcitonin algorithm to guide initial antibiotic therapy in acute exacerbations of COPD admitted to the ICU: a randomized multicenter study,,,,,,,,,,,,,,,,,
652,0,1,Resistance during f/u not included,,NA,NA,NA,29781043,Comparison of Four Days Versus Seven Days Duration of Antibiotic Therapy for Neonatal Pneumonia: A Randomized Controlled Trial,,,,,,,,,,,,,,,,,
653,0,1,Resistance during f/u not included,,NA,NA,NA,29781385,Procalcitonin-guided use of antibiotics for lower respiratory tract infection,,,,,,,,,,,,,,,,,
654,0,1,Resistance during f/u not included,,NA,NA,NA,29781787,Evaluating the Duration of Prophylactic Post-Operative Antibiotic Agents after Open Reduction Internal Fixation for Closed Fractures,,,,,,,,,,,,,,,,,
657,0,1,Resistance during f/u not included,,NA,NA,NA,30126448,A randomized placebo controlled clinical trial to evaluate the efficacy and safety of minocycline in patients with Angelman syndrome (A-MANECE study),,,,,,,,,,,,,,,,,
659,0,1,Resistance during f/u not included,,NA,NA,NA,30179656,Efficacy of antibiotic prophylaxis against ventilator-associated pneumonia,,,,,,,,,,,,,,,,,
662,0,1,Resistance during f/u not included,,NA,NA,NA,30254135,Follow-on RifAximin for the Prevention of recurrence following standard treatment of Infection with Clostridium Difficile (RAPID): A randomised placebo controlled trial,,,,,,,,,,,,,,,,,
663,0,1,Resistance during f/u not included,,NA,NA,NA,30264119,Effect of Algorithm-Based Therapy vs Usual Care on Clinical Success and Serious Adverse Events in Patients with Staphylococcal Bacteremia: A Randomized Clinical Trial,,,,,,,,,,,,,,,,,
667,0,1,Resistance during f/u not included,,NA,NA,NA,30360748,Levofloxacin Versus Ceftriaxone and Azithromycin Combination in the Treatment of Community Acquired Pneumonia in Hospitalized Patients,,,,,,,,,,,,,,,,,
669,0,1,Resistance during f/u not included,,NA,NA,NA,30478001,"Short- and long-term impacts of azithromycin treatment on the gut microbiota in children: A double-blind, randomized, placebo-controlled trial",,,,,,,,,,,,,,,,,
672,0,1,Resistance during f/u not included,,NA,NA,NA,30596964,Comparison of 3 Days Amoxicillin Versus 5 Days Co-Trimoxazole for Treatment of Fast-breathing Pneumonia by Community Health Workers in Children Aged 2-59 Months in Pakistan: A Cluster-randomized Trial,,,,,,,,,,,,,,,,,
676,0,1,Resistance during f/u not included,,NA,NA,NA,30686699,"Azithromycin and early allograft function after lung transplantation: A randomized, controlled trial",,,,,,,,,,,,,,,,,
678,0,1,Resistance during f/u not included,,NA,NA,NA,30851997,Optimizing treatment of respiratory tract infections in nursing homes: Nurse-initiated polymerase chain reaction testing,,,,,,,,,,,,,,,,,
