study_no,PMID,title,country,setting,study_type,abx_tx_site,colonisation_site,abx_type,abx_route,resistance_type,bacteria_reported,cluster_rand,n_cluster,abx_dur,n_ind_contributedsamples,n_sample,time_baseline_endoffu,los,n_ind_outcome,n_possample_outcome,comments,,,,,,,
14,18513453,"Compared to placebo, long-term antibiotics resolve otitis media with effusion (OME) and prevent acute otitis media with perforation (AOMwiP) in a high-risk population: A randomized controlled trial",Australia,Outpatient,Treatment for infection,Inner ear,Respiratory tract,NA,NA,Penicillin,Pneumococcus,0,NA,0,103,103,1,NA,32.91,32.91,,,,,,,,
14,18513453,"Compared to placebo, long-term antibiotics resolve otitis media with effusion (OME) and prevent acute otitis media with perforation (AOMwiP) in a high-risk population: A randomized controlled trial",Australia,Outpatient,Treatment for infection,Inner ear,Respiratory tract,NA,NA,Beta-lactamase producing,H influenzae,0,NA,0,103,103,1,NA,4.14,4.14,,,,,,,,
14,18513453,"Compared to placebo, long-term antibiotics resolve otitis media with effusion (OME) and prevent acute otitis media with perforation (AOMwiP) in a high-risk population: A randomized controlled trial",Australia,Outpatient,Treatment for infection,Inner ear,Respiratory tract,NA,NA,Penicillin,Pneumococcus,0,NA,0,47,47,168,NA,19,19,,,,,,,,
14,18513453,"Compared to placebo, long-term antibiotics resolve otitis media with effusion (OME) and prevent acute otitis media with perforation (AOMwiP) in a high-risk population: A randomized controlled trial",Australia,Outpatient,Treatment for infection,Inner ear,Respiratory tract,Amoxicillin,Oral,Beta-lactamase producing,H influenzae,0,NA,171,50,50,168,NA,17,17,,,,,,,,
14,18513453,"Compared to placebo, long-term antibiotics resolve otitis media with effusion (OME) and prevent acute otitis media with perforation (AOMwiP) in a high-risk population: A randomized controlled trial",Australia,Outpatient,Treatment for infection,Inner ear,Respiratory tract,NA,NA,Penicillin,Pneumococcus,0,NA,0,47,47,168,NA,1,1,,,,,,,,
14,18513453,"Compared to placebo, long-term antibiotics resolve otitis media with effusion (OME) and prevent acute otitis media with perforation (AOMwiP) in a high-risk population: A randomized controlled trial",Australia,Outpatient,Treatment for infection,Inner ear,Respiratory tract,Amoxicillin,Oral,Beta-lactamase producing,H influenzae,0,NA,171,50,50,168,NA,6,6,,,,,,,,
15,18818954,Ceftibuten versus trimethoprim-sulfamethoxazole for oral treatment of febrile urinary tract infection in children,Sweden,Hospital,Treatment for infection,Urinary tract,Urine,NA,NA,Trimethoprim-sulfamethoxazole,Gram negatives,0,NA,0,128,128,1,NA,0,0,,,,,,,,
15,18818954,Ceftibuten versus trimethoprim-sulfamethoxazole for oral treatment of febrile urinary tract infection in children,Sweden,Hospital,Treatment for infection,Urinary tract,Urine,NA,NA,Ceftibuten,Gram negatives,0,NA,0,255,255,1,NA,0,0,,,,,,,,
15,18818954,Ceftibuten versus trimethoprim-sulfamethoxazole for oral treatment of febrile urinary tract infection in children,Sweden,Hospital,Treatment for infection,Urinary tract,Urine,Trimethoprim-sulfamethoxazole,Oral,Trimethoprim-sulfamethoxazole,Gram negatives,0,NA,10,128,128,11,NA,4,4,,,,,,,,
15,18818954,Ceftibuten versus trimethoprim-sulfamethoxazole for oral treatment of febrile urinary tract infection in children,Sweden,Hospital,Treatment for infection,Urinary tract,Urine,Trimethoprim-sulfamethoxazole,Oral,Ceftibuten,Gram negatives,0,NA,10,255,255,11,NA,0,0,,,,,,,,
15,18818954,Ceftibuten versus trimethoprim-sulfamethoxazole for oral treatment of febrile urinary tract infection in children,Sweden,Hospital,Treatment for infection,Urinary tract,Urine,Ceftibuten,Oral,Trimethoprim-sulfamethoxazole,Gram negatives,0,NA,10,128,128,11,NA,1,1,,,,,,,,
15,18818954,Ceftibuten versus trimethoprim-sulfamethoxazole for oral treatment of febrile urinary tract infection in children,Sweden,Hospital,Treatment for infection,Urinary tract,Urine,Ceftibuten,Oral,Ceftibuten,Gram negatives,0,NA,10,255,255,11,NA,0,0,,,,,,,,
16,20585969,A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections,Turkey,Outpatient,Treatment for infection,Urinary tract,Urine,NA,NA,Fosfomycin trometamol,E coli,0,NA,0,260,260,1,NA,7,7,,,,,,,,
16,20585969,A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections,Turkey,Outpatient,Treatment for infection,Urinary tract,Urine,NA,NA,Fosfomycin trometamol,Enterobacter,0,NA,0,260,260,1,NA,3,3,,,,,,,,
16,20585969,A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections,Turkey,Outpatient,Treatment for infection,Urinary tract,Urine,NA,NA,Fosfomycin trometamol,Proteus,0,NA,0,260,260,1,NA,0,0,,,,,,,,
16,20585969,A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections,Turkey,Outpatient,Treatment for infection,Urinary tract,Urine,NA,NA,Fosfomycin trometamol,Klebsiella pneumoniae,0,NA,0,260,260,1,NA,0,0,,,,,,,,
16,20585969,A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections,Turkey,Outpatient,Treatment for infection,Urinary tract,Urine,NA,NA,Fosfomycin trometamol,Edwardsiella,0,NA,0,260,260,1,NA,0,0,,,,,,,,
16,20585969,A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections,Turkey,Outpatient,Treatment for infection,Urinary tract,Urine,NA,NA,Fosfomycin trometamol,Enterococcus,0,NA,0,260,260,1,NA,0,0,,,,,,,,
16,20585969,A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections,Turkey,Outpatient,Treatment for infection,Urinary tract,Urine,NA,NA,Fosfomycin trometamol,Staph saprophyticus,0,NA,0,260,260,1,NA,1,1,,,,,,,,
16,20585969,A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections,Turkey,Outpatient,Treatment for infection,Urinary tract,Urine,NA,NA,Imipenem,E coli,0,NA,0,260,260,1,NA,1,1,,,,,,,,
16,20585969,A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections,Turkey,Outpatient,Treatment for infection,Urinary tract,Urine,NA,NA,Imipenem,Enterobacter,0,NA,0,260,260,1,NA,0,0,,,,,,,,
16,20585969,A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections,Turkey,Outpatient,Treatment for infection,Urinary tract,Urine,NA,NA,Imipenem,Proteus,0,NA,0,260,260,1,NA,0,0,,,,,,,,
16,20585969,A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections,Turkey,Outpatient,Treatment for infection,Urinary tract,Urine,NA,NA,Imipenem,Klebsiella pneumoniae,0,NA,0,260,260,1,NA,0,0,,,,,,,,
16,20585969,A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections,Turkey,Outpatient,Treatment for infection,Urinary tract,Urine,NA,NA,Imipenem,Edwardsiella,0,NA,0,260,260,1,NA,0,0,,,,,,,,
16,20585969,A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections,Turkey,Outpatient,Treatment for infection,Urinary tract,Urine,NA,NA,Ceftriaxone,E coli,0,NA,0,260,260,1,NA,17,17,,,,,,,,
16,20585969,A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections,Turkey,Outpatient,Treatment for infection,Urinary tract,Urine,NA,NA,Ceftriaxone,Enterobacter,0,NA,0,260,260,1,NA,3,3,,,,,,,,
16,20585969,A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections,Turkey,Outpatient,Treatment for infection,Urinary tract,Urine,NA,NA,Ceftriaxone,Proteus,0,NA,0,260,260,1,NA,0,0,,,,,,,,
16,20585969,A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections,Turkey,Outpatient,Treatment for infection,Urinary tract,Urine,NA,NA,Ceftriaxone,Klebsiella pneumoniae,0,NA,0,260,260,1,NA,0,0,,,,,,,,
16,20585969,A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections,Turkey,Outpatient,Treatment for infection,Urinary tract,Urine,NA,NA,Ceftriaxone,Edwardsiella,0,NA,0,260,260,1,NA,0,0,,,,,,,,
16,20585969,A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections,Turkey,Outpatient,Treatment for infection,Urinary tract,Urine,NA,NA,Ciprofloxacin,E coli,0,NA,0,260,260,1,NA,48,48,,,,,,,,
16,20585969,A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections,Turkey,Outpatient,Treatment for infection,Urinary tract,Urine,NA,NA,Ciprofloxacin,Enterobacter,0,NA,0,260,260,1,NA,5,5,,,,,,,,
16,20585969,A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections,Turkey,Outpatient,Treatment for infection,Urinary tract,Urine,NA,NA,Ciprofloxacin,Proteus,0,NA,0,260,260,1,NA,1,1,,,,,,,,
16,20585969,A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections,Turkey,Outpatient,Treatment for infection,Urinary tract,Urine,NA,NA,Ciprofloxacin,Klebsiella pneumoniae,0,NA,0,260,260,1,NA,0,0,,,,,,,,
16,20585969,A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections,Turkey,Outpatient,Treatment for infection,Urinary tract,Urine,NA,NA,Ciprofloxacin,Edwardsiella,0,NA,0,260,260,1,NA,0,0,,,,,,,,
16,20585969,A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections,Turkey,Outpatient,Treatment for infection,Urinary tract,Urine,NA,NA,Ciprofloxacin,Staph saprophyticus,0,NA,0,260,260,1,NA,1,1,,,,,,,,
16,20585969,A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections,Turkey,Outpatient,Treatment for infection,Urinary tract,Urine,NA,NA,Levofloxacin,E coli,0,NA,0,260,260,1,NA,31,31,,,,,,,,
16,20585969,A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections,Turkey,Outpatient,Treatment for infection,Urinary tract,Urine,NA,NA,Levofloxacin,Enterobacter,0,NA,0,260,260,1,NA,3,3,,,,,,,,
16,20585969,A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections,Turkey,Outpatient,Treatment for infection,Urinary tract,Urine,NA,NA,Levofloxacin,Proteus,0,NA,0,260,260,1,NA,0,0,,,,,,,,
16,20585969,A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections,Turkey,Outpatient,Treatment for infection,Urinary tract,Urine,NA,NA,Levofloxacin,Klebsiella pneumoniae,0,NA,0,260,260,1,NA,0,0,,,,,,,,
16,20585969,A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections,Turkey,Outpatient,Treatment for infection,Urinary tract,Urine,NA,NA,Levofloxacin,Edwardsiella,0,NA,0,260,260,1,NA,0,0,,,,,,,,
16,20585969,A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections,Turkey,Outpatient,Treatment for infection,Urinary tract,Urine,NA,NA,Levofloxacin,Staph saprophyticus,0,NA,0,260,260,1,NA,1,1,,,,,,,,
16,20585969,A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections,Turkey,Outpatient,Treatment for infection,Urinary tract,Urine,NA,NA,Trimethoprim-sulfamethoxazole,E coli,0,NA,0,260,260,1,NA,66,66,,,,,,,,
16,20585969,A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections,Turkey,Outpatient,Treatment for infection,Urinary tract,Urine,NA,NA,Trimethoprim-sulfamethoxazole,Enterobacter,0,NA,0,260,260,1,NA,7,7,,,,,,,,
16,20585969,A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections,Turkey,Outpatient,Treatment for infection,Urinary tract,Urine,NA,NA,Trimethoprim-sulfamethoxazole,Proteus,0,NA,0,260,260,1,NA,1,1,,,,,,,,
16,20585969,A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections,Turkey,Outpatient,Treatment for infection,Urinary tract,Urine,NA,NA,Trimethoprim-sulfamethoxazole,Klebsiella pneumoniae,0,NA,0,260,260,1,NA,0,0,,,,,,,,
16,20585969,A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections,Turkey,Outpatient,Treatment for infection,Urinary tract,Urine,NA,NA,Trimethoprim-sulfamethoxazole,Staph saprophyticus,0,NA,0,260,260,1,NA,2,2,,,,,,,,
16,20585969,A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections,Turkey,Outpatient,Treatment for infection,Urinary tract,Urine,NA,NA,Gentamicin,E coli,0,NA,0,260,260,1,NA,50,50,,,,,,,,
16,20585969,A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections,Turkey,Outpatient,Treatment for infection,Urinary tract,Urine,NA,NA,Gentamicin,Enterobacter,0,NA,0,260,260,1,NA,6,6,,,,,,,,
16,20585969,A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections,Turkey,Outpatient,Treatment for infection,Urinary tract,Urine,NA,NA,Gentamicin,Proteus,0,NA,0,260,260,1,NA,1,1,,,,,,,,
16,20585969,A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections,Turkey,Outpatient,Treatment for infection,Urinary tract,Urine,NA,NA,Gentamicin,Klebsiella pneumoniae,0,NA,0,260,260,1,NA,0,0,,,,,,,,
16,20585969,A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections,Turkey,Outpatient,Treatment for infection,Urinary tract,Urine,NA,NA,Gentamicin,Enterococcus,0,NA,0,260,260,1,NA,0,0,,,,,,,,
16,20585969,A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections,Turkey,Outpatient,Treatment for infection,Urinary tract,Urine,NA,NA,Ampicillin,E coli,0,NA,0,260,260,1,NA,94,94,,,,,,,,
16,20585969,A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections,Turkey,Outpatient,Treatment for infection,Urinary tract,Urine,NA,NA,Ampicillin,Enterobacter,0,NA,0,260,260,1,NA,10,10,,,,,,,,
16,20585969,A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections,Turkey,Outpatient,Treatment for infection,Urinary tract,Urine,NA,NA,Ampicillin,Proteus,0,NA,0,260,260,1,NA,1,1,,,,,,,,
16,20585969,A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections,Turkey,Outpatient,Treatment for infection,Urinary tract,Urine,NA,NA,Ampicillin,Enterococcus,0,NA,0,260,260,1,NA,1,1,,,,,,,,
16,20585969,A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections,Turkey,Outpatient,Treatment for infection,Urinary tract,Urine,Fosfomycin trometamol,Oral,Fosfomycin trometamol,E coli,0,NA,1,130,130,8,NA,3,3,,,,,,,,
16,20585969,A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections,Turkey,Outpatient,Treatment for infection,Urinary tract,Urine,Fosfomycin trometamol,Oral,Fosfomycin trometamol,Proteus,0,NA,1,130,130,8,NA,1,1,,,,,,,,
16,20585969,A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections,Turkey,Outpatient,Treatment for infection,Urinary tract,Urine,Fosfomycin trometamol,Oral,Fosfomycin trometamol,Staph saprophyticus,0,NA,1,130,130,8,NA,1,1,,,,,,,,
16,20585969,A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections,Turkey,Outpatient,Treatment for infection,Urinary tract,Urine,,Oral,Ciprofloxacin,E coli,0,NA,5,130,130,8,NA,10,10,,,,,,,,
16,20585969,A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections,Turkey,Outpatient,Treatment for infection,Urinary tract,Urine,Ciprofloxacin,Oral,Ciprofloxacin,Enterobacter,0,NA,5,130,130,8,NA,2,2,,,,,,,,
17,21269858,Single-dose extended-release azithromycin versus a 10-day regimen of amoxicillin/clavulanate for the treatment of children with acute otitis media,Costa Rica and Dominican Republic,Outpatient,Treatment for infection,Inner ear,Respiratory tract,NA,NA,Penicillin,Pneumococcus,0,NA,0,565,565,1,NA,86,86,,,,,,,,
17,21269858,Single-dose extended-release azithromycin versus a 10-day regimen of amoxicillin/clavulanate for the treatment of children with acute otitis media,Costa Rica and Dominican Republic,Outpatient,Treatment for infection,Inner ear,Respiratory tract,NA,NA,Beta-lactamase producing,M catarhalis,0,NA,0,565,565,1,NA,58,58,,,,,,,,
17,21269858,Single-dose extended-release azithromycin versus a 10-day regimen of amoxicillin/clavulanate for the treatment of children with acute otitis media,Costa Rica and Dominican Republic,Outpatient,Treatment for infection,Inner ear,Respiratory tract,NA,NA,Oxacillin,Staph aureus,0,NA,0,565,565,1,NA,2,2,,,,,,,,
17,21269858,Single-dose extended-release azithromycin versus a 10-day regimen of amoxicillin/clavulanate for the treatment of children with acute otitis media,Costa Rica and Dominican Republic,Outpatient,Treatment for infection,Inner ear,Respiratory tract,NA,NA,Azithromycin,Pneumococcus,0,NA,0,282,282,1,NA,25,25,,,,,,,,
17,21269858,Single-dose extended-release azithromycin versus a 10-day regimen of amoxicillin/clavulanate for the treatment of children with acute otitis media,Costa Rica and Dominican Republic,Outpatient,Treatment for infection,Inner ear,Respiratory tract,NA,NA,Amox-clav,H influenzae,0,NA,0,565,565,1,NA,1,1,,,,,,,,
17,21269858,Single-dose extended-release azithromycin versus a 10-day regimen of amoxicillin/clavulanate for the treatment of children with acute otitis media,Costa Rica and Dominican Republic,Outpatient,Treatment for infection,Inner ear,Respiratory tract,NA,NA,Amox-clav,Pneumococcus,0,NA,0,283,283,1,NA,4,4,,,,,,,,
17,21269858,Single-dose extended-release azithromycin versus a 10-day regimen of amoxicillin/clavulanate for the treatment of children with acute otitis media,Costa Rica and Dominican Republic,Outpatient,Treatment for infection,Inner ear,Respiratory tract,NA,NA,Penicillin,Pneumococcus,0,NA,0,93,93,5,NA,18,18,,,,,,,,
17,21269858,Single-dose extended-release azithromycin versus a 10-day regimen of amoxicillin/clavulanate for the treatment of children with acute otitis media,Costa Rica and Dominican Republic,Outpatient,Treatment for infection,Inner ear,Respiratory tract,NA,NA,Beta-lactamase producing,M catarhalis,0,NA,0,93,93,5,NA,0,0,,,,,,,,
17,21269858,Single-dose extended-release azithromycin versus a 10-day regimen of amoxicillin/clavulanate for the treatment of children with acute otitis media,Costa Rica and Dominican Republic,Outpatient,Treatment for infection,Inner ear,Respiratory tract,NA,NA,Beta-lactamase producing,H influenzae,0,NA,0,93,93,5,NA,1,1,,,,,,,,
17,21269858,Single-dose extended-release azithromycin versus a 10-day regimen of amoxicillin/clavulanate for the treatment of children with acute otitis media,Costa Rica and Dominican Republic,Outpatient,Treatment for infection,Inner ear,Respiratory tract,NA,NA,Penicillin,Pneumococcus,0,NA,0,116,116,5,NA,16,16,,,,,,,,
17,21269858,Single-dose extended-release azithromycin versus a 10-day regimen of amoxicillin/clavulanate for the treatment of children with acute otitis media,Costa Rica and Dominican Republic,Outpatient,Treatment for infection,Inner ear,Respiratory tract,NA,NA,Beta-lactamase producing,H influenzae,0,NA,0,116,116,5,NA,1,1,,,,,,,,
18,26340658,Eradication therapy against pseudomonas aeruginosa in non-cystic fibrosis bronchiectasis,Spain,Outpatient,Decolonisation,Respiratory tract,Respiratory tract,NA,NA,Tobramycin,Pseudomonas,0,NA,0,35,35,1,NA,0,0,,,,,,,,
18,26340658,Eradication therapy against pseudomonas aeruginosa in non-cystic fibrosis bronchiectasis,Spain,Outpatient,Decolonisation,Respiratory tract,Respiratory tract,Tobramycin and ceftzidime,IV and inhaled,Tobramycin,Pseudomonas,0,NA,14,17,17,30,NA,0,0,,,,,,,,
18,26340658,Eradication therapy against pseudomonas aeruginosa in non-cystic fibrosis bronchiectasis,Spain,Outpatient,Decolonisation,Respiratory tract,Respiratory tract,Tobramycin and ceftzidime,IV and inhaled,Tobramycin,Pseudomonas,0,NA,30,11,11,30,NA,0,0,,,,,,,,
18,26340658,Eradication therapy against pseudomonas aeruginosa in non-cystic fibrosis bronchiectasis,Spain,Outpatient,Decolonisation,Respiratory tract,Respiratory tract,Tobramycin and ceftzidime,IV and inhaled,Tobramycin,Pseudomonas,0,NA,14,17,17,60,NA,0,0,,,,,,,,
18,26340658,Eradication therapy against pseudomonas aeruginosa in non-cystic fibrosis bronchiectasis,Spain,Outpatient,Decolonisation,Respiratory tract,Respiratory tract,Tobramycin and ceftzidime,IV and inhaled,Tobramycin,Pseudomonas,0,NA,60,11,11,60,NA,0,0,,,,,,,,
18,26340658,Eradication therapy against pseudomonas aeruginosa in non-cystic fibrosis bronchiectasis,Spain,Outpatient,Decolonisation,Respiratory tract,Respiratory tract,Tobramycin and ceftzidime,IV and inhaled,Tobramycin,Pseudomonas,0,NA,14,17,17,90,NA,0,0,,,,,,,,
18,26340658,Eradication therapy against pseudomonas aeruginosa in non-cystic fibrosis bronchiectasis,Spain,Outpatient,Decolonisation,Respiratory tract,Respiratory tract,Tobramycin and ceftzidime,IV and inhaled,Tobramycin,Pseudomonas,0,NA,90,11,11,90,NA,0,0,,,,,,,,
18,26340658,Eradication therapy against pseudomonas aeruginosa in non-cystic fibrosis bronchiectasis,Spain,Outpatient,Decolonisation,Respiratory tract,Respiratory tract,Tobramycin and ceftzidime,IV and inhaled,Tobramycin,Pseudomonas,0,NA,14,17,17,120,NA,0,0,,,,,,,,
18,26340658,Eradication therapy against pseudomonas aeruginosa in non-cystic fibrosis bronchiectasis,Spain,Outpatient,Decolonisation,Respiratory tract,Respiratory tract,Tobramycin and ceftzidime,IV and inhaled,Tobramycin,Pseudomonas,0,NA,104,11,11,120,NA,0,0,,,,,,,,
18,26340658,Eradication therapy against pseudomonas aeruginosa in non-cystic fibrosis bronchiectasis,Spain,Outpatient,Decolonisation,Respiratory tract,Respiratory tract,Tobramycin and ceftzidime,IV and inhaled,Tobramycin,Pseudomonas,0,NA,14,17,17,150,NA,0,0,,,,,,,,
18,26340658,Eradication therapy against pseudomonas aeruginosa in non-cystic fibrosis bronchiectasis,Spain,Outpatient,Decolonisation,Respiratory tract,Respiratory tract,Tobramycin and ceftzidime,IV and inhaled,Tobramycin,Pseudomonas,0,NA,104,11,11,150,NA,0,0,,,,,,,,
18,26340658,Eradication therapy against pseudomonas aeruginosa in non-cystic fibrosis bronchiectasis,Spain,Outpatient,Decolonisation,Respiratory tract,Respiratory tract,Tobramycin and ceftzidime,IV and inhaled,Tobramycin,Pseudomonas,0,NA,14,17,17,210,NA,0,0,,,,,,,,
18,26340658,Eradication therapy against pseudomonas aeruginosa in non-cystic fibrosis bronchiectasis,Spain,Outpatient,Decolonisation,Respiratory tract,Respiratory tract,Tobramycin and ceftzidime,IV and inhaled,Tobramycin,Pseudomonas,0,NA,104,11,11,210,NA,0,0,,,,,,,,
18,26340658,Eradication therapy against pseudomonas aeruginosa in non-cystic fibrosis bronchiectasis,Spain,Outpatient,Decolonisation,Respiratory tract,Respiratory tract,Tobramycin and ceftzidime,IV and inhaled,Tobramycin,Pseudomonas,0,NA,14,17,17,270,NA,0,0,,,,,,,,
18,26340658,Eradication therapy against pseudomonas aeruginosa in non-cystic fibrosis bronchiectasis,Spain,Outpatient,Decolonisation,Respiratory tract,Respiratory tract,Tobramycin and ceftzidime,IV and inhaled,Tobramycin,Pseudomonas,0,NA,104,11,11,270,NA,0,0,,,,,,,,
18,26340658,Eradication therapy against pseudomonas aeruginosa in non-cystic fibrosis bronchiectasis,Spain,Outpatient,Decolonisation,Respiratory tract,Respiratory tract,Tobramycin and ceftzidime,IV and inhaled,Tobramycin,Pseudomonas,0,NA,14,17,17,360,NA,0,0,,,,,,,,
18,26340658,Eradication therapy against pseudomonas aeruginosa in non-cystic fibrosis bronchiectasis,Spain,Outpatient,Decolonisation,Respiratory tract,Respiratory tract,Tobramycin and ceftzidime,IV and inhaled,Tobramycin,Pseudomonas,0,NA,104,11,11,360,NA,0,0,,,,,,,,
18,26340658,Eradication therapy against pseudomonas aeruginosa in non-cystic fibrosis bronchiectasis,Spain,Outpatient,Decolonisation,Respiratory tract,Respiratory tract,Tobramycin and ceftzidime,IV and inhaled,Tobramycin,Pseudomonas,0,NA,14,11,11,450,NA,0,0,,,,,,,,
18,26340658,Eradication therapy against pseudomonas aeruginosa in non-cystic fibrosis bronchiectasis,Spain,Outpatient,Decolonisation,Respiratory tract,Respiratory tract,Tobramycin and ceftzidime,IV and inhaled,Tobramycin,Pseudomonas,0,NA,104,17,17,450,NA,0,0,,,,,,,,
19,29766842,Continuous low-dose antibiotic prophylaxis to prevent urinary tract infection in adults who perform clean intermittent self-catheterisation: The AnTIC RCT,UK,Outpatient,Prophylaxis,Urinary tract,Urine,NA,NA,Amoxicillin,E coli,0,NA,0,220,220,1,NA,100,100,,,,,,,,
19,29766842,Continuous low-dose antibiotic prophylaxis to prevent urinary tract infection in adults who perform clean intermittent self-catheterisation: The AnTIC RCT,UK,Outpatient,Prophylaxis,Urinary tract,Urine,NA,NA,Amoxicillin,E coli,0,NA,0,68,68,180,NA,41,41,,,,,,,,
19,29766842,Continuous low-dose antibiotic prophylaxis to prevent urinary tract infection in adults who perform clean intermittent self-catheterisation: The AnTIC RCT,UK,Outpatient,Prophylaxis,Urinary tract,Urine,"Nitrofurantoin, trimethoprim or cefalexin",Oral,Amoxicillin,E coli,0,NA,180,68,68,180,NA,32,32,,,,,,,,
19,29766842,Continuous low-dose antibiotic prophylaxis to prevent urinary tract infection in adults who perform clean intermittent self-catheterisation: The AnTIC RCT,UK,Outpatient,Prophylaxis,Urinary tract,Urine,NA,NA,Amoxicillin,E coli,0,NA,0,67,67,365,NA,35,35,,,,,,,,
19,29766842,Continuous low-dose antibiotic prophylaxis to prevent urinary tract infection in adults who perform clean intermittent self-catheterisation: The AnTIC RCT,UK,Outpatient,Prophylaxis,Urinary tract,Urine,"Nitrofurantoin, trimethoprim or cefalexin",Oral,Amoxicillin,E coli,0,NA,365,67,67,365,NA,37,37,,,,,,,,
19,29766842,Continuous low-dose antibiotic prophylaxis to prevent urinary tract infection in adults who perform clean intermittent self-catheterisation: The AnTIC RCT,UK,Outpatient,Prophylaxis,Urinary tract,Urine,NA,NA,Cefalexin,E coli,0,NA,0,225,225,1,NA,11,11,,,,,,,,
