No,PMID,title,year,journal,age_grp,interven,interven_type,blind_all,source_cont_required,source_cont_done,cond_specific,cond_cat,sterile_site,n_randomised,setting,country,income,short_protocol,long_protocol,short_actual,long_actual,rand_process,hypothesis,margin,pri_analysis_population,sec_analysis_pop,diffshown_ITT,diffshown_PP,arm_clinicalsuperior,outcome_measure,sample_size_calculated,didnotmeetcalculatedsamplesize,RoB2,n_short_randomised,n_long_randomised,n_analysed,n_adherent_short,n_adherent_long,shortXlong,longXshort,adhere_monitor,excl_prianalysis_reason,funding,diagnosis,abx_specific,abx_short,abx_long,culture_directed_insome,fu_period,fu_period_note,primary_outcome,combined_outcome,obj_outcome,abxpresc_outcome,outcome_clinical,outcome_microb_clinical,outcome_microb_colonising,abx_se,outcome_economic,per_priclinicaloutcome_short,per_priclinicaloutcome_long,per_mortality,note
107,17537866,"Gemifloxacin once daily for 5 days versus 7 days for the treatment of community-acquired pneumonia: a randomized, multicentre, double-blind study",2007,J Antimicrob Chemother,adult,320 mg of oral gemifloxacin once daily for 5 or 7 days. Over 95% of all patients in each cohort had a Fine score of ≤III,arbitrary durations,1,0,NA,CAP,Lower respiratory tract infection,0,512,inpatient,USA,high,5,7,not reported,not reported,simple randomization,non-inferiority,10,mITT,PP,0,0,NA,absolute difference,1,0,1,256,256,510,242,227,0,11,self reporting,protocol deviation,multiple drug companies,clinical syndrome,,Gemifloxacin,Gemifloxacin,0,30,"clinical response (success or failure) at follow-up (visit 4, days 24–30)","clinical response (success or failure) at follow-up (visit 4, days 24–30)",0,0,0,1,1,0,1,0,7,13,0,
108,17354160,Clinical and bacteriological outcome of different doses and duration of pivmecillinam compared with placebo therapy of uncomplicated lower urinary tract infection in women: the LUTIW project,2007,Scand J Prim Health Care,adult,"three different regimens of pivmecillinam (Selexid®): 200 mg×3×7 days, 200 mg×2×7 days or 400 mg×2×3 days or placebo (i.e. all patients were given 2 + 1+2 identical tablets each day for 7 days).",arbitrary durations,1,0,NA,uncomplicated lower urinary tract infection in women,Urinary tract infection,0,855,outpatient,Sweden,high,3,7,not reported,not reported,simple randomization,difference,NA,mITT,none,1,NA,longer,absolute difference,1,0,1,285,570,657,not reported,not reported,not reported,not reported,not reported,protocol deviation,LEO Pharma,"clinical syndrome, culture, laboratory tests",,pivmecillinam,pivmecillinam,1,49,"Symptoms registered at inclusion, during therapy and at follow-up visits after 8–10 and 35–49 days",symptom resolution,0,0,0,1,1,0,1,0,16,6,0,short term follow up considered for clinical outcome - bacterial cure
109,17173219,A randomized trial of the duration of therapy with metronidazole plus or minus azithromycin for treatment of symptomatic bacterial vaginosis,2007,CID,adult,"4-arm
study that compared metronidazole for 7 days versus 14 days, plus or minus azithromycin on days 1 and 3",arbitrary durations,1,0,NA,Vaginosis,Vaginosis,0,568,outpatient,USA ,high,7,14,not reported,not reported,simple randomization,difference,NA,mITT,PP,1,1,longer,absolute difference,0,NA,1,287,280,567,228,221,not reported,not reported,self reporting,not reported,Pfizer Inc,"clinical syndrome, laboratory test",,"Azithromycin, metronidazole","Azithromycin, metronidazole",1,21,"Follow-up visits were conducted 7 days after the completion of therapy (on day 21), 21 days after the completion of therapy (days 35–40), and then monthly for an additional 2 visits.","cured if the vaginal pH and whiff test results normalized and if clue cells were absent. Improvement was defined as normalization of 2 of the 3 criteria, and failure was defined as normalization of 0 or 1 of the criteria",0,1,0,1,0,0,1,0,55,36,0,adhrent populatiomn counted with those >80% self reported compliance reported in the paper
110,17391383,"Three vs. 10 days of amoxycillin-clavulanic acid for type 1 acute exacerbations of chronic obstructive pulmonary disease: a randomised, double-blind study",2007,Clin Microbiol Infect,adult,3 vs. 10 days with amoxycillin–clavulanic acid of hospitalised patients with AECOPD who had improved substantially after initial therapy for 3 days,arbitrary durations,1,0,NA,type 1 acute exacerbations of chronic obstructive pulmonary disease,Lower respiratory tract infection,0,48,inpatient,Netherlands,high,3,10,not reported,not reported,simple randomization,non-inferiority,10,mITT,none,0,NA,NA,absolute difference,1,1,0,23,25,46,not reported,not reported,3,0,self reporting,protocol deviation,GSK,clinical syndrome,,amoxycillin-clavulanic acid,amoxycillin-clavulanic acid,1,21,final assessment 3 months,cured on day 21,0,0,0,1,1,0,0,hospital los,24,20,0,
111,16763247,"Effectiveness of discontinuing antibiotic treatment after three days versus eight days in mild to moderate-severe community acquired pneumonia: randomised, double blind study",2006,BMJ,adult,Patients who had substantially improved after three days' treatment with intravenous amoxicillin were randomly assigned to oral amoxicillin (n = 63) or placebo (n = 56) three times daily for five days.,arbitrary durations,1,0,NA,CAP,Lower respiratory tract infection,0,121,inpatient,Netherlands,high,3,8,not reported,not reported,simple randomization,non-inferiority,10,ITT,PP,0,0,NA,absolute difference,0,NA,0,57,64,119,47,49,not reported,not reported,not reported,protocol deviation,investigator initiated,clinical syndrome,,amoxyillin,various,0,10,"We assessed study outcomes at day 10, indicated as test of cure, and at late follow-up (day 28)",clinical cure rate at test of cure,0,0,0,1,1,0,0,hospital los,11,11,0,
112,17011409,Randomized double-blind study comparing 7- and 10-day regimens of faropenem medoxomil with a 10-day cefuroxime axetil regimen for treatment of acute bacterial sinusitis,2006,Otolaryngol Head Neck Surg,adult,"faropenem medoxomil, 300 mg twice daily for seven or ten days, with cefuroxime axetil 250 mg twice daily for ten days in adults with acute bacterial sinusitis",arbitrary durations,1,0,NA,acute bacterial sinusitis ,Upper respiratory tract infection,0,1106,outpatient,"USA, Canada",high,7,10,not reported,not reported,simple randomization,non-inferiority,10,PP,ITT,0,0,NA,absolute difference,1,0,1,366,733,861,295,566,0,76,self reporting,protocol deviation,not reported,"clinical syndrome, laboratory test",,faropenem medoxomil,cefuroxime axetil,0,21,"clinical response at the test-of-cure
visit (7-21 days after the completion of treatment)",clinical response at the test-of-cure visit (7-21 days after the completion of treatment),0,0,0,1,0,0,1,0,20,22,0,
113,17030532,Randomized controlled trial of 7-Day vs. 14-Day antibiotics for neonatal sepsis,2006,J Trop Pediatr,neonate,7-day intravenous antibiotic regimen with the standard 14-day regime in blood-culture-proven sepsis in neonates,arbitrary durations,0,0,NA,non-specific,Sepsis,0,69,ICU,India,low-middle,7,14,not reported,not reported,stratified randomisation,difference,NA,ITT,PP,1,FALSE,longer,absolute difference,0,NA,0,34,35,69,not reported,not reported,not reported,not reported,not reported,NA,investigator initiated,"clinical syndrome, culture, laboratory tests",,various,various,1,28,occurrence of any one of the following within 28 days after antibiotic completion,treatment failure,0,0,0,1,1,0,1,0,18,3,0,
114,16362397,"Single-dose metronidazole vs 5-day multi-drug antibiotic regimen in excision of pilonidal sinuses with primary closure: A prospective, randomized, double-blinded pilot study",2006,Int J Colorectal Dis,adult,single-dose intravenous (i.v.) administration of metronidazole preoperatively or a broad-spectrum multi-drug regimen.,arbitrary durations,1,0,NA,excision of pilonidal sinuses with primary closure,Prophylaxis (post-surgery),0,50,inpatient,UK,high,1 dose,5,not reported,not reported,simple randomization,difference,NA,ITT,none,1,NA,longer,absolute difference,0,NA,0,25,25,50,not reported,not reported,not reported,not reported,not reported,NA,investigator initiated,NA,,metronidazole,"cefuroxime, metronidazole, co-amoxiclav",0,28,4 weeks postop,wound breakdown,0,0,0,1,0,0,0,"direct cost, cost of complications",44,12,0,wound status worse than grade III at week 4 considered as clinical outcome
115,16603606,Procalcitonin guidance of antibiotic therapy in community-acquired pneumonia: a randomized trial,2006,Am J Respir Crit Care Med,adult,"antibiotic treatment was based on serum procalcitonin concentrations as follows: strongly discouraged, less than 0.1 μg/L; discouraged, less than 0.25 μg/L; encouraged, greater than 0.25 μg/L; strongly encouraged, greater than 0.5 μg/L.",inflammatory markers,0,0,NA,CAP,Lower respiratory tract infection,0,302,inpatient,Switzerland,high,NA,NA,5,12,simple randomization,superiority,NA,ITT,none,0,NA,NA,absolute difference,1,0,1,151,151,302,not reported,not reported,not reported,not reported,not reported,NA,investigator initiated,clinical syndrome,,various,various,1,42,"incidence density ratio of antibiotic exposure was calculated as total antibiotic exposure time divided by total follow-up time, until Week 6 (expressed as relative risk)","total antibiotic use (i.e., antibiotic prescription [percentage] and duration [patient days])",0,1,1,1,0,0,0,"direct, indirect cost",16,18,13,outcome at follow up (treatment success) taken as outcome
116,15814044,Comparative trial of short-course ofloxacin for uncomplicated typhoid fever in Vietnamese children,2005,Annals of Tropical Paediatrics,Children,comparison of 2 or 3 days of oral ofloxacin (10 mg/kg/day) for uncomplicated typhoid fever,arbitruary duration,0,0,NA,uncomplicated typhoid fever,Gastrointestinal infection,1,235,inpatient,Vietnam,low-middle,2,3,NA,NA,NA,not reported,NA,PP,none,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
117,15725048,"Once-daily azithromycin for 3 days compared with clarithromycin for 10 days for acute exacerbation of chronic bronchitis: a multicenter, double-blind, randomized study",2005,Treatments in Respiratory Medicine,adult,andomization 1 : 1 to azithromycin 500 mg once daily for 3 days or clarithromycin 500 mg twice daily for 10 days.,arbitruary duration,1,0,NA,acute exacerbation of chronic bronchitis (AECB) ,Lower respiratory tract infection,0,322,outpatient,"Argentina, Brazil, Canada, Chile, Costa Rica, India, South Africa, and USA","high middle, high middle, high, high, high middle, low middle, high, high",3,10,NA,NA,NA,equivalency,NA,mITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
118,15943731,Optimum duration of prophylactic antibiotics in acute non-perforated appendicitis,2005,ANZ Journal of Surgery,adult,patients with intraoperatively diagnosed NPA were randomized by opening sealed envelopes into one of three treatment protocols: (i) no further antibiotics; (ii) two more doses of i.v. antibiotics; or (iii) a 5-day course of antibiotics.,arbitruary duration,0,0,NA,postoperative infection after acute non-perforated appendicitis surgery,Prophylaxis (post-surgery),0,294,inpatient,Hong Kong,high,2,5,NA,NA,NA,difference,NA,PP,none,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
119,16392777,Acute uncomplicated lower urinary tract infections in general practice: Clinical and microbiological cute rates after three- versus five-day treatment with trimethoprim,2005,European Journal of General Practice ,adult,patients received a prescription for either a three-day or five-day regimen of trimethoprim,arbitruary duration,1,0,NA,Acute uncomplicated lower urinary tract infections,Urinary tract infection,0,324,outpatient,Netherlands,high,3,5,NA,NA,NA,difference,NA,PP,none,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
120,15705638,Impact of an interdisciplinary strategy on antibiotic use: A prospective controlled study in three hospitals,2005,Journal of Antimicrobial Chemotherapy,adult,"Hospitals were randomly assigned to no intervention (hospital A, control), implementation of guidelines only (hospital B, low grade intervention), or implementation of guidelines with their reinforcement by a clinical pharmacist (hospital C, high grade intervention).",treatment protocol,0,0,NA,non-specific,non-specific,0,1200,inpatient,Switzerland,high,NA,NA,NA,NA,NA,difference,NA,mITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
121,14970093,Optimal duration of antibiotic therapy for uncomplicated urinary tract infection in older women: a double-blind randomized controlled trial,2004,Canadian Medical Association Journal,adult,"randomly assigned to receive either ciprofloxacin 250 mg twice daily orally for 3 days followed by placebo for 4 days (the 3-day group, 93 patients) or ciprofloxacin 250 mg twice daily orally for 7 days (the 7-day group, 90 patients).",arbitruary duration,1,0,NA,acute uncomplicated UTI,Urinary tract infection,0,183,inpatient and outpatient,Canada,high,3,7,NA,NA,NA,non-inferiority,10,ITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
122,15194131,Gatifloxacin 400 mg as a single shot or 200 mg once daily for 3 days is as effective as ciprofloxacin 250 mg twice daily for the treatment of patients with uncomplicated urinary tract infections,2004,International Journal of Antimicrobial Agents,adult,"randomly assigned, in a double-blind, double-dummy manner to either gatifloxacin 400 mg as a single dose, gatifloxacin 200 mg once daily for 3 days, or ciprofloxacin 250 mg twice daily for 3 days in a ratio of 1:1:1",arbitruary duration,1,0,NA,acute uncomplicated urinary tract infection ,Urinary tract infection,0,183,outpatient,"Belgium,  Croatia , France , Germany , The Netherlands , United Kingdom ",high,1,3,NA,NA,NA,equivalence,10,mITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"either gatifloxacin 400 mg as a single dose, gatifloxacin 200 mg once daily for 3 days, or ciprofloxacin 250 mg twice daily for 3 days"
123,15303634,Gemifloxacin once daily for 7 days compared to amoxicillin/clavulanic acid thrice daily for 10 days for the treatment of community-acquired pneumonia of suspected pneumococcal origin,2004,Respir Med,adult,receive either oral gemifloxacin 320 mg once daily for 7 days or oral amoxicillin/clavulanate 1 g/125 mg three times daily for 10 days,arbitruary durations,1,0,NA,community-acquired pneumonia of suspected pneumococcal origin,Lower respiratory tract infection,0,324,inpatient,"France, Poland and the Republic of South Africa","high, high middle",7,10,NA,NA,NA,non-inferiority,15,PP,ITT,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
124,15356779,"A prospective, randomized trial of 3 or 14 days of ciprofloxacin treatment for acute urinary tract infection in patients with spinal cord injury",2004,Clinical Infectious Diseases,adult,"Subjects were randomized, by use of a computer-generated randomization sequence, to receive either 250 mg of ciprofloxacin orally b.i.d. for 3 days, followed by identical placebo tablets given for 11 days, or 250 mg of ciprofloxacin orally b.i.d. for 14 days (all obtained from Bayer)",arbitruary durations,1,0,NA,acute urinary tract infection in patients with spinal cord injury,Urinary tract infection,0,60,inpatient,Canada,high,3,14,NA,NA,NA,difference,NA,ITT,none,1,NA,long,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The final study enrollment of 60 patients (30 in each treatment arm) provided a 50% power to identify a 20% difference in outcomes or an 80% power to identify a 35% difference in outcomes.
125,15136392,A randomized controlled trial of an antibiotic discontinuation policy for clinically suspected ventilator-associated pneumonia,2004,CHEST/Clinical Investigations in Critical Care,adult,Patients were randomly assigned to have the duration of empiric antibiotic therapy for VAP determined using a formalized antibiotic discontinuation policy (discontinuation group) or according to the clinical judgment of the treating ICU physicians (conventional group),treatment protocol,0,0,NA,VAP,Lower respiratory tract infection,0,302,ICU,US,high,NA,NA,NA,NA,NA,not reported,NA,PP,none,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
126,15373886,Impact of regular attendance by infectious disease specialists on the management of hospitalised adults with community-acquired febrile syndromes,2004,Clinical Microbiology and Infection,adult,"In ward 1, all senior physicians were IDS, whereas those in ward 2 belonged to other sub-specialties. Admission of patients from the emergency room to either of the wards was on a random basis",ASP (ID physician or electronic programmes),0,0,NA,non-specific,Not specified,0,402,inpatient,Isreal,high,NA,NA,NA,NA,NA,not reported,NA,ITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
127,15609652,[Feasibility of short-term antibiotic prophylaxis after pulmonary resection],2004,Kyobu Geka,adult,either a short-duration prophylaxis group that was given 4 g of cefmetazole sodium for 2 days or a long-duration patients group,arbitruary durations,0,0,NA,postoperative infection after lung cancer surgery,Prophylaxis (post-surgery),0,40,inpatient,Japan,high,2,7,NA,NA,NA,not reported,NA,ITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
128,15303633,"A randomized, double-blind study comparing 5 days oral gemifloxacin with 7 days oral levofloxacin in patients with acute exacerbation of chronic bronchitis",2004,Respiratory Medicine,adult,A total of 360 adults (>40 years of age) with AECB were randomly assigned to receive gemifloxacin 320 mg once daily for 5 days or levofloxacin 500mg once daily for 7 days.,arbitruary durations,1,0,NA,acute exacerbation of chronic bronchitis,Lower respiratory tract infection,0,360,inpatient,US,high,5,7,NA,NA,NA,non-inferiority,13,ITT,PP,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Discrepancy on n_randomized - Therefore, a total of 361 patients from 61 centres in Germany, UK and USA, were randomized to receive study medication and 360 patients received at least one dose; these 360 patients made up the Safety Population and the Intent to Treat (ITT) Population."
129,15302637,Comparison of short-course (5 days) and standard (10 days) treatment for uncomplicated cellulitis,2004,Archives of internal medicine,adult,"43 were randomized to receive 5 more days of levofloxacin therapy (10 days total antibiotic treatment), and 44 subjects to receive 5 more days of placebo therapy (5 days of total antibiotic treatment)",arbitruary durations,1,0,NA,uncomplicated cellulitis,Skin and soft tissue infection,0,87,outpatient,US,high,5,10,NA,NA,NA,equivalency,20,ITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
130,15365537,Efficacy and safety of oral telithromycin once daily for 5 days versus moxifloxacin once daily for 10 days in the treatment of acute bacterial rhinosinusitis,2004,Otolaryngology–Head and Neck Surgery,adult,"Enrolled patients were randomized in a 1:1 ratio to either oral telithromycin 800 mg once daily (2 × 400-mg capsules in the morning) for 5 days followed by 5 days of placebo, or oral moxifloxacin 400 mg once daily in the morning for 10 days.",arbitruary durations,1,0,NA,acute bacterial rhinosinusitis,Upper respiratory tract infection,0,349,outpatient,US,high,5,10,NA,NA,NA,equivalency,15,mITT,PP,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
131,15084807,Streptococcal-A tonsillopharyngitis: a 5-day course of cefuroxime axetil versus a 10-day course of penicillin V. results depending on the children's age,2004,Chemotherapy,children,"children aged 1-17 years with acute tonsillopharyngitis and a positive culture for GABHS were treated with cefuroxime axetil (CAE) 20 mg/kg/day (max. 500 mg) b.i.d. for 5 days or with PenV 50,000 IU/kg (30 mg/kg) t.i.d. for 10 days.",arbitruary durations,0,0,NA,Streptococcal-A tonsillopharyngitis,Ear Nose Throat Infection,0,1952,outpatient,Germany,high,5,10,NA,NA,NA,not reported,NA,ITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
132,15214873,"Evaluation of 5-day therapy with telithromycin, a novel ketolide antibacterial, for the treatment of tonsillopharyngitis",2004,Clinical Microbiology and Infection,adult,"Patients were randomised to receive oral telithromycin 800 mg once-daily in the morning for 5 days, or a comparator antimicrobial (penicillin V 500 mg three-times-daily (Study 3004) or clarithromycin 250 mg twice-daily (Study 3008)) for 10 days.",arbitruary durations,1,0,NA,acute GABHS tonsillopharyngitis,Ear Nose Throat Infection,0,860,outpatient,"Belgium, Canada, Czech Republic, Denmark, Finland, Germany, Hungary, New Zealand, South Africa, Switzerland, UK, USA",high,5,10,NA,NA,NA,equivalency,not reported,mITT,PP,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
133,15361727,"Two dosages of clarithromycin for five days, amoxicillin/clavulanate for five days or penicillin V for ten days in acute group A streptococcal tonsillopharyngitis",2004,The Pediatric Infectious Disease Journal,children,"The treatment options were: clarithromycin (30 mg/kg/day given in 2 divided doses; maximum dose, 500 mg twice a day) for 5 days; clarithromycin (15 mg/kg/day given in 2 divided doses; maximum dose, 250 mg twice a day) for 5 days; amoxicillin/clavulanate (43.8/6.2 mg/kg/day given in 2 divided doses; maximum dose, 1 g twice a day) for 5 days; penicillin V [30 mg/kg/day given in 3 divided doses; maximum dose 450 mg (750,000 IU) 3 times a day] for 10 days.",arbitruary durations,0,0,NA,acute group A streptococcal tonsillopharyngitis,Ear Nose Throat Infection,0,626,outpatient,Greece,high,5,10,NA,NA,NA,non-inferiority,10,PP,none,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
134,12681877,A randomized clinical trial of prophylaxis for vacuum abortion: 3 versus 7 days of doxycycline,2003,Obstetrics & Gynecology,adult,1) 100 mg of doxycycline administered orally twice a day for 7 days or 2) 100 mg of doxycycline orally twice a day for 3 days followed by an oral placebo twice daily for the last 4 days.,arbitruary durations,0,0,NA,endometritis after elective first-trimester vacuum abortion,Prophylaxis (post-surgery),0,800,inpatient,US,high,3,7,NA,NA,NA,not reported,NA,ITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
135,12870368,Oral telithromycin 800 mg once daily for 5 days versus cefuroxime axetil 500 mg twice daily for 10 days in adults with acute exacerbations of chronic bronchitis,2003,Journal of International Medical Research ,adult,"Patients received either 800 mg telithromycin orally once a day for 5 days, with a placebo counterpart to establish a twice-daily dosing regimen, followed by matching placebo for 5 days, or 500 mg cefuroxime axetil orally twice daily 500 mg cefuroxime axetil orally twice daily for 10 days.",arbitruary durations,1,0,NA,acute exacerbations of chronic bronchitis (AECB),Lower respiratory tract infection,0,376,outpatient,"US, Canada",high,5,10,NA,NA,NA,equivalency,15,PP,mITT,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
136,14503094,Efficacy and tolerability of telithromycin for 5 or 10 days vs amoxicillin/clavulanic acid for 10 days in acute maxillary sinusitis,2003,"Ear, Nose & Throat Journal",adult,"randomized to receive either telithromycin for 5 days followed by placebo for 5 days, telithromycin for 10 days, or amoxicillin/clavulanic acid for 10 days.",arbitruary durations,1,0,NA,acute maxillary sinusitis,Upper respiratory tract infection,0,754,outpatient,US,high,5,10,NA,NA,NA,not reported,NA,PP ,none,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
137,12645831,Oral gemifloxacin once daily for 5 days compared with sequential therapy with i.v. ceftriaxone/oral cefuroxime (maximum of 10 days) in the treatment of hospitalized patients with acute exacerbations of chronic bronchitis,2003,Respiratory Medicine,adult,"the clinical and bacteriological efficacy, safety and tolerability of oral gemifloxacin (320 mg once daily, 5 days) was compared with sequential intravenous (i.v.) ceftriaxone (1 g once daily, maximum 3 days) followed by oral cefuroxime axetil (500 mg twice daily, maximum 7 days)",arbitruary durations,0,0,NA,acute exacerbations of chronic bronchitis,Lower respiratory tract infection,0,274,inpatient,UK,high,5,max 10,NA,NA,NA,non-inferiority,15,PP,ITT,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Discrepancy on antibiotic long protocol (max 7 vs max 10 days)
the clinical and bacteriological efficacy, safety and tolerability of oral gemifloxacin (320 mg once daily, 5 days) was compared with sequential intravenous (i.v.) ceftriaxone (1 g once daily, maximum 3 days) followed by oral cefuroxime axetil (500 mg twice daily, maximum 7 days) vs A 5-day course of oral gemifloxacin was shown by this study to be at least equivalent to sequential i.v. ceftriaxone/cefuroxime axetil (for up to 10 days)"
138,12847531,Pneumonia in term neonates: laboratory studies and duration of antibiotic therapy,2003, journal of perinatology,neonate,ompare 2 days of antibiotic therapy (AT) to 4 days of AT in neonates with pneumonia,arbitruary durations,0,0,NA,pneumonia,Lower respiratory tract infection,0,26,inpatient,US,high,2,4,NA,NA,NA,not reported,NA,PP,none,NA,1,long,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
139,14526317,Duration of antibiotic therapy after preterm premature rupture of fetal membranes,2003,American Journal of Obstetrics and Gynecology,adult,comparing 3 days of ampicillin with 7 days ampicillin in patients with PPROM.,arbitruary durations,0,0,NA,preterm premature rupture of fetal membranes,Prophylaxis (post-surgery),1,48,inpatient,US,high,3,7,NA,NA,NA,difference,NA,ITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
140,14625336,Comparison of 8 vs 15 days of antibiotic therapy for ventilator-associated pneumonia in adults: a randomized trial,2003,The Journal of the American Medical Association ,adult,A total of 197 patients were randomly assigned to receive 8 days and 204 to receive 15 days of therapy with an antibiotic regimen selected by the treating physician.,arbitruary durations,0,0,NA,VAP,Lower respiratory tract infection,0,197,ICU,France,high,8,15,NA,NA,NA,non-inferiority,10,ITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
141,12685882,Ciprofloxacin for 2 or 4 weeks in the treatment of febrile urinary tract infection in men: a randomized trial with a 1 year follow-up,2003,Scandinavian Journal of Infectious Diseases,adult,randomized to oral treatment with ciprofloxacin 500 mg twice daily for 2 or 4 weeks.,arbitruary durations,0,0,NA,male urinary tract infection,Urinary tract infection,0,114,inpatient,Sweden,high,14,28,NA,NA,NA,difference,NA,PP,none,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
